2020/12/07 18:54:34,15900,하강,-0.6249999999999978,247172
2020/12/07 19:19:37,15900,하락,(-0.62%),247172
2020/12/09 14:51:31,15750,보합,(0.64%),305672
2020/12/09 14:59:23,15700,보합,(0.32%),310993
2020/12/09 15:14:39,15700,보합,(0.32%),329048
2020/12/09 15:30:43,15700,보합,(0.32%),332747
2020/12/09 16:50:38,15750,보합,(0.64%),342252
2020/12/09 16:53:28,15750,보합,(0.64%),342252
2020/12/11 16:27:38,15850,하락,(0.0%),196651
2020/12/11 16:44:34,15850,하락,(0.0%),196651
2020/12/12 05:34:08,15850,하락,(0.0%),196651
2020/12/12 05:36:02,15850,하락,(0.0%),196651
2020/12/14 14:38:02,15600,하락,(-1.58%),225960
2020/12/14 14:50:44,15600,하락,(-1.58%),232519
2020/12/14 15:04:33,15600,하락,(-1.58%),236114
2020/12/14 15:19:08,15500,하락,(-2.21%),265216
2020/12/14 15:34:02,15500,하락,(-2.21%),281265
2020/12/14 16:09:53,15500,하락,(-2.21%),281540
2020/12/14 16:24:28,15500,하락,(-2.21%),281540
2020/12/14 16:57:33,15500,하락,(-2.21%),281540
2020/12/22 00:00:52,15950,하락,(-1.54%),268952
2021/01/04 14:30:29,17200,상승,(2.38%),944199
2021/01/04 14:43:37,17300,상승,(2.98%),995821
