2020/12/07 18:55:52,8340,하강,-2.1126760563380254,350922
2020/12/07 19:21:01,8340,하락,(-2.11%),350922
2020/12/09 14:52:47,8630,상승,(1.89%),260619
2020/12/09 15:00:41,8630,상승,(1.89%),263247
2020/12/09 15:15:30,8630,상승,(1.89%),273822
2020/12/09 15:32:00,8630,상승,(1.89%),274957
2020/12/09 16:51:41,8630,상승,(1.89%),278562
2020/12/09 16:54:19,8630,상승,(1.89%),278562
2020/12/11 16:29:14,8590,하락,(-0.12%),244006
2020/12/11 16:46:13,8590,하락,(-0.12%),244006
2020/12/12 05:35:09,8590,하락,(-0.12%),244006
2020/12/12 05:36:53,8590,하락,(-0.12%),244006
2020/12/14 14:39:04,8400,하락,(-2.21%),188419
2020/12/14 14:51:45,8410,하락,(-2.1%),191442
2020/12/14 15:05:44,8400,하락,(-2.21%),209152
2020/12/14 15:20:25,8420,하락,(-1.98%),216081
2020/12/14 15:35:16,8400,하락,(-2.21%),222743
2020/12/14 16:10:48,8400,하락,(-2.21%),223762
2020/12/14 16:26:11,8400,하락,(-2.21%),223762
2020/12/14 16:59:04,8400,하락,(-2.21%),223762
2020/12/22 00:02:05,8690,하락,(-1.03%),276441
2021/01/04 14:31:46,9080,상승,(4.61%),1057877
2021/01/04 14:44:37,9060,상승,(4.38%),1086160
