2020/12/07 18:54:14,16100,하강,-1.8292682926829285,3307707
2020/12/07 19:19:15,16100,하락,(-1.83%),3307707
2020/12/09 14:51:11,16150,보합,(0.62%),1652371
2020/12/09 14:59:03,16150,보합,(0.62%),1692883
2020/12/09 15:14:24,16150,보합,(0.62%),1788702
2020/12/09 15:30:22,16200,보합,(0.93%),1851694
2020/12/09 16:50:20,16100,보합,(0.31%),1951153
2020/12/09 16:53:14,16100,보합,(0.31%),1951153
2020/12/11 16:27:14,16650,하락,(0.0%),3288265
2020/12/11 16:44:10,16650,하락,(0.0%),3288265
2020/12/12 05:33:50,16650,하락,(0.0%),3288265
2020/12/12 05:35:47,16650,하락,(0.0%),3288265
2020/12/14 14:37:46,16750,보합,(0.6%),2448157
2020/12/14 14:50:26,16800,보합,(0.9%),2498850
2020/12/14 15:04:04,16800,보합,(0.9%),2615000
2020/12/14 15:18:49,16800,보합,(0.9%),2749195
2020/12/14 15:33:41,16800,보합,(0.9%),2868386
2020/12/14 16:09:36,16800,보합,(0.9%),2877786
2020/12/14 16:23:58,16800,보합,(0.9%),2877786
2020/12/14 16:57:09,16800,보합,(0.9%),2877786
2020/12/22 00:00:33,17600,하락,(-1.95%),2978181
2021/01/04 14:30:09,19000,상승,(2.43%),4688803
2021/01/04 14:43:19,19000,상승,(2.43%),4760567
