2020/12/07 18:55:53,2120,하강,-0.9345794392523366,750527
2020/12/07 19:21:02,2120,하락,(-0.93%),750527
2020/12/09 14:52:47,2115,보합,(0.95%),530984
2020/12/09 15:00:42,2115,보합,(0.95%),537817
2020/12/09 15:15:31,2115,보합,(0.95%),561467
2020/12/09 15:32:01,2130,상승,(1.67%),604828
2020/12/09 16:51:41,2130,상승,(1.67%),611134
2020/12/09 16:54:19,2130,상승,(1.67%),611134
2020/12/11 16:29:15,2140,하락,(-0.47%),572546
2020/12/11 16:46:14,2140,하락,(-0.47%),572546
2020/12/12 05:35:09,2140,하락,(-0.47%),572546
2020/12/12 05:36:53,2140,하락,(-0.47%),572546
2020/12/14 14:39:05,2105,하락,(-1.64%),478935
2020/12/14 14:51:45,2100,하락,(-1.87%),506023
2020/12/14 15:05:45,2100,하락,(-1.87%),526475
2020/12/14 15:20:26,2100,하락,(-1.87%),558061
2020/12/14 15:35:16,2095,하락,(-2.1%),575948
2020/12/14 16:10:49,2095,하락,(-2.1%),575948
2020/12/14 16:26:12,2095,하락,(-2.1%),575948
2020/12/14 16:59:04,2095,하락,(-2.1%),575948
2020/12/22 00:02:06,2245,하락,(-2.81%),1883563
2021/01/04 14:31:47,2220,하락,(-0.22%),912146
2021/01/04 14:44:37,2225,하락,(0.0%),916821
