2020/12/07 18:47:11,2040,하강,-0.24449877750610804,38306
2020/12/07 18:57:04,2040,하락,-0.24,38306
2020/12/07 19:10:07,2040,하락,(-0.24%),38306
2020/12/09 14:44:29,2040,하락,(-0.24%),38306
2020/12/09 14:51:46,2040,하락,(-0.24%),38306
2020/12/09 15:08:53,2040,하락,(-0.24%),38306
2020/12/09 15:22:55,2040,하락,(-0.24%),38306
2020/12/09 16:06:25,2040,하락,(-0.24%),38306
2020/12/09 16:42:54,2040,하락,(-0.24%),38306
2020/12/09 16:47:03,2040,하락,(-0.24%),38306
2020/12/11 16:18:15,2040,하락,(-0.24%),38306
2020/12/11 16:35:37,2040,하락,(-0.24%),38306
2020/12/11 16:53:37,2040,하락,(-0.24%),38306
2020/12/12 05:28:11,2040,하락,(-0.24%),38306
2020/12/12 05:30:28,2040,하락,(-0.24%),38306
2020/12/14 14:31:44,2040,하락,(-0.24%),38306
2020/12/14 14:44:33,2040,하락,(-0.24%),38306
2020/12/14 14:57:03,2040,하락,(-0.24%),38306
2020/12/14 15:11:35,2040,하락,(-0.24%),38306
2020/12/14 15:26:14,2040,하락,(-0.24%),38306
2020/12/14 16:02:54,2040,하락,(-0.24%),38306
2020/12/14 16:16:22,2040,하락,(-0.24%),38306
2020/12/14 16:34:50,2040,하락,(-0.24%),38306
2020/12/14 16:48:35,2040,하락,(-0.24%),38306
2020/12/21 23:54:03,2040,하락,(-0.24%),38306
2021/01/04 14:23:12,2040,하락,(-0.24%),38306
2021/01/04 14:37:24,2040,하락,(-0.24%),38306
2021/01/04 14:50:02,2040,하락,(-0.24%),38306
