2020/12/07 18:55:19,134000,하강,-2.1897810218978075,121336
2020/12/07 19:20:26,134000,하락,(-2.19%),121336
2020/12/09 14:52:14,136100,보합,(0.22%),83952
2020/12/09 15:00:07,136100,보합,(0.22%),86102
2020/12/09 15:15:08,136600,보합,(0.59%),89371
2020/12/09 15:31:25,136600,보합,(0.59%),91029
2020/12/09 16:51:15,136100,보합,(0.22%),94802
2020/12/09 16:53:56,136100,보합,(0.22%),94802
2020/12/11 16:28:32,137000,하락,(-0.22%),154779
2020/12/11 16:45:30,137000,하락,(-0.22%),154779
2020/12/12 05:34:42,137000,하락,(-0.22%),154779
2020/12/12 05:36:31,137000,하락,(-0.22%),154779
2020/12/14 14:38:40,136800,하락,(-0.15%),106535
2020/12/14 14:51:19,136800,하락,(-0.15%),108513
2020/12/14 15:05:13,136700,하락,(-0.22%),112581
2020/12/14 15:19:50,136200,하락,(-0.58%),121563
2020/12/14 15:34:44,135900,하락,(-0.8%),128614
2020/12/14 16:10:24,135900,하락,(-0.8%),128679
2020/12/14 16:25:28,135900,하락,(-0.8%),128679
2020/12/14 16:58:25,135900,하락,(-0.8%),128679
2020/12/22 00:01:34,136500,보합,(0.81%),96253
2021/01/04 14:31:15,141800,상승,(1.65%),132564
2021/01/04 14:44:13,142100,상승,(1.86%),138092
