2020/12/07 18:56:09,15800,하강,-0.9404388714733591,73751
2020/12/07 19:21:17,15800,하락,(-0.94%),73751
2020/12/09 14:53:03,15600,보합,(0.32%),45932
2020/12/09 15:00:57,15600,보합,(0.32%),46755
2020/12/09 15:15:42,15600,보합,(0.32%),48485
2020/12/09 15:32:16,15650,보합,(0.64%),51424
2020/12/09 16:51:54,15650,보합,(0.64%),51425
2020/12/09 16:54:30,15650,보합,(0.64%),51425
2020/12/11 16:29:34,15600,하락,(-0.32%),81930
2020/12/11 16:46:34,15600,하락,(-0.32%),81930
2020/12/12 05:35:21,15600,하락,(-0.32%),81930
2020/12/12 05:37:03,15600,하락,(-0.32%),81930
2020/12/14 14:39:17,15700,보합,(0.64%),105750
2020/12/14 14:51:58,15700,보합,(0.64%),114292
2020/12/14 15:05:59,15700,보합,(0.64%),120039
2020/12/14 15:20:46,15750,보합,(0.96%),125357
2020/12/14 15:35:31,15750,보합,(0.96%),127560
2020/12/14 16:11:00,15750,보합,(0.96%),128192
2020/12/14 16:26:32,15750,보합,(0.96%),128192
2020/12/22 00:02:20,17500,하락,(-1.13%),274443
2021/01/04 14:32:00,17900,하락,(-1.1%),289706
2021/01/04 14:44:48,17950,하락,(-0.83%),294681
