2020/12/07 18:54:53,72100,하강,-3.351206434316356,299435
2020/12/07 19:20:00,72100,하락,(-3.35%),299435
2020/12/09 14:51:50,73200,상승,(2.09%),181340
2020/12/09 14:59:42,73200,상승,(2.09%),183080
2020/12/09 15:14:51,73300,상승,(2.23%),188571
2020/12/09 15:31:00,73100,상승,(1.95%),192612
2020/12/09 16:50:54,73100,상승,(1.95%),197840
2020/12/09 16:53:40,73100,상승,(1.95%),197840
2020/12/11 16:28:04,73300,보합,(0.83%),152688
2020/12/11 16:44:58,73300,보합,(0.83%),152688
2020/12/12 05:34:23,73300,보합,(0.83%),152688
2020/12/12 05:36:14,73300,보합,(0.83%),152688
2020/12/14 14:38:20,71200,하락,(-2.86%),349855
2020/12/14 14:50:59,71100,하락,(-3.0%),377653
2020/12/14 15:04:50,71100,하락,(-3.0%),396799
2020/12/14 15:19:25,71200,하락,(-2.86%),407559
2020/12/14 15:34:20,71000,하락,(-3.14%),427018
2020/12/14 16:10:07,71000,하락,(-3.14%),427500
2020/12/14 16:24:54,71000,하락,(-3.14%),427500
2020/12/14 16:57:56,71000,하락,(-3.14%),427500
2020/12/22 00:01:09,70400,하락,(-0.28%),141346
2021/01/04 14:30:49,71900,보합,(0.7%),247791
2021/01/04 14:43:53,71600,보합,(0.28%),261039
