2020/12/07 18:56:18,2855,하강,-3.056027164685904,122128
2020/12/07 19:21:24,2855,하락,(-3.06%),122128
2020/12/09 14:53:11,2825,상승,(1.44%),168979
2020/12/09 15:01:05,2825,상승,(1.44%),171981
2020/12/09 15:15:48,2835,상승,(1.8%),172648
2020/12/09 15:32:24,2825,상승,(1.44%),175430
2020/12/09 16:52:02,2825,상승,(1.44%),175430
2020/12/09 16:54:35,2825,상승,(1.44%),175430
2020/12/11 16:29:43,2800,하락,(-0.53%),239125
2020/12/11 16:46:44,2800,하락,(-0.53%),239125
2020/12/12 05:35:27,2800,하락,(-0.53%),239125
2020/12/12 05:37:08,2800,하락,(-0.53%),239125
2020/12/14 14:39:25,2755,하락,(-1.61%),118753
2020/12/14 14:52:06,2760,하락,(-1.43%),119390
2020/12/14 15:06:06,2765,하락,(-1.25%),121393
2020/12/14 15:20:55,2760,하락,(-1.43%),124378
2020/12/14 15:35:39,2760,하락,(-1.43%),125999
2020/12/14 16:11:06,2760,하락,(-1.43%),126399
2020/12/14 16:26:43,2760,하락,(-1.43%),126399
2020/12/22 00:02:28,2675,보합,(0.75%),131275
2021/01/04 14:32:08,2670,상승,(2.1%),143798
2021/01/04 14:44:54,2680,상승,(2.49%),149840
