2020/12/07 18:56:28,1220,하강,-2.7888446215139417,1648909
2020/12/07 19:21:33,1220,하락,(-2.79%),1648909
2020/12/09 14:53:21,1185,하락,(-0.84%),706032
2020/12/09 15:01:14,1185,하락,(-0.84%),709080
2020/12/09 15:15:55,1190,하락,(-0.42%),731367
2020/12/09 15:32:34,1185,하락,(-0.84%),735841
2020/12/09 16:52:09,1185,하락,(-0.84%),736318
2020/12/09 16:54:42,1185,하락,(-0.84%),736318
2020/12/11 16:29:55,1210,보합,(0.83%),473450
2020/12/11 16:46:56,1210,보합,(0.83%),473450
2020/12/12 05:35:34,1210,보합,(0.83%),473450
2020/12/12 05:37:15,1210,보합,(0.83%),473450
2020/12/14 14:39:34,1175,하락,(-2.89%),519110
2020/12/14 14:52:14,1185,하락,(-2.07%),527521
2020/12/14 15:06:14,1185,하락,(-2.07%),534992
2020/12/14 15:21:04,1180,하락,(-2.48%),551645
2020/12/14 15:35:49,1180,하락,(-2.48%),567286
2020/12/14 16:11:13,1180,하락,(-2.48%),567294
2020/12/14 16:26:56,1180,하락,(-2.48%),567294
2020/12/22 00:02:37,1195,하락,(-1.24%),518651
2021/01/04 14:32:17,1190,상승,(1.28%),486050
2021/01/04 14:45:00,1195,상승,(1.7%),493430
