2020/12/07 18:46:47,4,하강,-19.999999999999996,614537
2020/12/07 18:56:39,4,하락,-20.0,614537
2020/12/07 19:09:31,4,하락,(-20.0%),614537
2020/12/09 14:44:09,4,하락,(-20.0%),614537
2020/12/09 14:51:24,4,하락,(-20.0%),614537
2020/12/09 15:08:33,4,하락,(-20.0%),614537
2020/12/09 15:22:34,4,하락,(-20.0%),614537
2020/12/09 16:06:02,4,하락,(-20.0%),614537
2020/12/09 16:41:55,4,하락,(-20.0%),614537
2020/12/09 16:46:40,4,하락,(-20.0%),614537
2020/12/11 16:17:47,4,하락,(-20.0%),614537
2020/12/11 16:35:11,4,하락,(-20.0%),614537
2020/12/11 16:52:32,4,하락,(-20.0%),614537
2020/12/12 05:27:54,4,하락,(-20.0%),614537
2020/12/12 05:30:12,4,하락,(-20.0%),614537
2020/12/14 14:31:25,4,하락,(-20.0%),614537
2020/12/14 14:44:13,4,하락,(-20.0%),614537
2020/12/14 14:56:45,4,하락,(-20.0%),614537
2020/12/14 15:11:10,4,하락,(-20.0%),614537
2020/12/14 15:25:53,4,하락,(-20.0%),614537
2020/12/14 16:02:32,4,하락,(-20.0%),614537
2020/12/14 16:16:01,4,하락,(-20.0%),614537
2020/12/14 16:34:20,4,하락,(-20.0%),614537
2020/12/14 16:48:10,4,하락,(-20.0%),614537
2020/12/21 23:53:43,4,하락,(-20.0%),614537
2021/01/04 14:22:48,4,하락,(-20.0%),614537
2021/01/04 14:37:03,4,하락,(-20.0%),614537
2021/01/04 14:49:42,4,하락,(-20.0%),614537
