2020/12/07 18:56:55,2580,하강,-2.2727272727272707,718819
2020/12/07 19:21:54,2580,하락,(-2.27%),718819
2020/12/09 14:53:50,2615,보합,(0.19%),1705265
2020/12/09 15:01:42,2615,보합,(0.19%),1724618
2020/12/09 15:16:14,2615,보합,(0.19%),1748222
2020/12/09 15:33:04,2615,보합,(0.19%),1799702
2020/12/09 16:52:28,2615,보합,(0.19%),1800002
2020/12/09 16:55:00,2615,보합,(0.19%),1800002
2020/12/11 16:30:25,2615,하락,(-0.19%),781441
2020/12/11 16:47:26,2615,하락,(-0.19%),781441
2020/12/12 05:35:54,2615,하락,(-0.19%),781441
2020/12/12 05:37:31,2615,하락,(-0.19%),781441
2020/12/14 14:39:55,2565,하락,(-1.91%),869101
2020/12/14 14:52:37,2555,하락,(-2.29%),885710
2020/12/14 15:06:34,2555,하락,(-2.29%),901892
2020/12/14 15:21:21,2560,하락,(-2.1%),924842
2020/12/14 15:36:14,2550,하락,(-2.49%),949291
2020/12/14 16:11:31,2550,하락,(-2.49%),953849
2020/12/14 16:27:30,2550,하락,(-2.49%),953849
2020/12/22 00:02:58,2500,하락,(-1.57%),627459
2021/01/04 14:32:42,2480,하락,(-0.8%),468503
2021/01/04 14:45:18,2475,하락,(-1.0%),487080
