2020/12/07 18:56:43,41700,하강,-0.9501187648456089,137038
2020/12/07 19:21:45,41700,하락,(-0.95%),137038
2020/12/09 14:53:37,41650,보합,(0.48%),154007
2020/12/09 15:01:28,41550,보합,(0.24%),157512
2020/12/09 15:16:04,41550,보합,(0.24%),163944
2020/12/09 15:32:51,41650,보합,(0.48%),172828
2020/12/09 16:52:19,41650,보합,(0.48%),173339
2020/12/09 16:54:52,41650,보합,(0.48%),173339
2020/12/11 16:30:10,43300,상승,(3.22%),668447
2020/12/11 16:47:13,43300,상승,(3.22%),668447
2020/12/12 05:35:45,43300,상승,(3.22%),668447
2020/12/12 05:37:23,43300,상승,(3.22%),668447
2020/12/14 14:39:45,42500,하락,(-1.85%),210983
2020/12/14 14:52:25,42350,하락,(-2.19%),213482
2020/12/14 15:06:24,42300,하락,(-2.31%),221144
2020/12/14 15:21:13,42350,하락,(-2.19%),227634
2020/12/14 15:36:03,42300,하락,(-2.31%),232123
2020/12/14 16:11:23,42300,하락,(-2.31%),232612
2020/12/14 16:27:15,42300,하락,(-2.31%),232612
2020/12/22 00:02:48,47200,하락,(-0.84%),385175
2021/01/04 14:32:30,46400,상승,(1.53%),360991
2021/01/04 14:45:09,46400,상승,(1.53%),369286
