2020/12/07 18:56:17,18750,하강,-0.5305039787798393,131827
2020/12/07 19:21:23,18750,하락,(-0.53%),131827
2020/12/09 14:53:10,18650,하락,(0.0%),69457
2020/12/09 15:01:03,18700,보합,(0.27%),69710
2020/12/09 15:15:47,18700,보합,(0.27%),71661
2020/12/09 15:32:23,18650,하락,(0.0%),72890
2020/12/09 16:52:01,18650,하락,(0.0%),72950
2020/12/09 16:54:34,18650,하락,(0.0%),72950
2020/12/11 16:29:41,18650,하락,(0.0%),62816
2020/12/11 16:46:42,18650,하락,(0.0%),62816
2020/12/12 05:35:26,18650,하락,(0.0%),62816
2020/12/12 05:37:08,18650,하락,(0.0%),62816
2020/12/14 14:39:24,18550,하락,(-0.54%),40301
2020/12/14 14:52:05,18550,하락,(-0.54%),41183
2020/12/14 15:06:05,18600,하락,(-0.27%),45947
2020/12/14 15:20:54,18500,하락,(-0.8%),50025
2020/12/14 15:35:38,18500,하락,(-0.8%),51298
2020/12/14 16:11:05,18500,하락,(-0.8%),51376
2020/12/14 16:26:42,18500,하락,(-0.8%),51376
2020/12/22 00:02:27,19450,상승,(1.57%),110064
2021/01/04 14:32:07,21000,하락,(-0.47%),186876
2021/01/04 14:44:53,20900,하락,(-0.95%),190240
