2020/12/07 18:56:06,16200,하강,-0.6134969325153339,191406
2020/12/07 19:21:13,16200,하락,(-0.61%),191406
2020/12/09 14:52:59,17250,상승,(1.47%),283513
2020/12/09 15:00:53,17350,상승,(2.06%),288448
2020/12/09 15:15:39,17400,상승,(2.35%),313672
2020/12/09 15:32:12,17300,상승,(1.76%),322662
2020/12/09 16:51:52,17300,상승,(1.76%),323230
2020/12/09 16:54:27,17300,상승,(1.76%),323230
2020/12/11 16:29:30,17150,하락,(-0.87%),145114
2020/12/11 16:46:29,17150,하락,(-0.87%),145114
2020/12/12 05:35:18,17150,하락,(-0.87%),145114
2020/12/12 05:37:01,17150,하락,(-0.87%),145114
2020/12/14 14:39:14,16900,하락,(-1.46%),127078
2020/12/14 14:51:55,16900,하락,(-1.46%),128509
2020/12/14 15:05:56,16950,하락,(-1.17%),129759
2020/12/14 15:20:42,16800,하락,(-2.04%),138468
2020/12/14 15:35:28,16800,하락,(-2.04%),140784
2020/12/14 16:10:57,16800,하락,(-2.04%),140878
2020/12/14 16:26:27,16800,하락,(-2.04%),140878
2020/12/14 16:59:19,16800,하락,(-2.04%),140878
2020/12/22 00:02:17,19250,하락,(-5.17%),442568
2021/01/04 14:31:57,20600,하락,(-0.96%),275539
2021/01/04 14:44:46,20600,하락,(-0.96%),279047
