2020/12/07 18:57:06,5380,하강,-1.1029411764705843,9337
2020/12/07 19:22:04,5380,하락,(-1.1%),9337
2020/12/09 14:53:59,5440,보합,(0.18%),15240
2020/12/09 15:01:54,5470,보합,(0.74%),15263
2020/12/09 15:16:23,5440,보합,(0.18%),15288
2020/12/09 15:33:15,5400,하락,(-0.55%),16584
2020/12/09 16:52:36,5400,하락,(-0.55%),16584
2020/12/09 16:55:08,5400,하락,(-0.55%),16584
2020/12/11 16:30:38,5560,상승,(1.09%),27539
2020/12/11 16:47:38,5560,상승,(1.09%),27539
2020/12/12 05:36:02,5560,상승,(1.09%),27539
2020/12/12 05:37:37,5560,상승,(1.09%),27539
2020/12/14 14:40:03,5520,하락,(-0.72%),15071
2020/12/14 14:52:45,5490,하락,(-1.26%),16031
2020/12/14 15:06:45,5490,하락,(-1.26%),29764
2020/12/14 15:21:29,5490,하락,(-1.26%),30018
2020/12/14 15:36:23,5490,하락,(-1.26%),30374
2020/12/14 16:11:38,5490,하락,(-1.26%),30374
2020/12/14 16:27:43,5490,하락,(-1.26%),30374
2020/12/22 00:03:07,5700,하락,(-0.18%),27989
2021/01/04 14:32:52,5660,하락,(-1.39%),35077
2021/01/04 14:45:26,5680,하락,(-1.05%),35439
