2020/12/07 18:54:57,1645,하강,-2.6627218934911268,853375
2020/12/07 19:20:05,1645,하락,(-2.66%),853375
2020/12/09 14:51:54,1740,상승,(4.5%),755127
2020/12/09 14:59:47,1735,상승,(4.2%),769715
2020/12/09 15:14:54,1735,상승,(4.2%),786629
2020/12/09 15:31:03,1740,상승,(4.5%),802800
2020/12/09 16:50:58,1730,상승,(3.9%),822788
2020/12/09 16:53:43,1730,상승,(3.9%),822788
2020/12/11 16:28:09,1745,하락,(-0.29%),977889
2020/12/11 16:45:04,1745,하락,(-0.29%),977889
2020/12/12 05:34:26,1745,하락,(-0.29%),977889
2020/12/12 05:36:17,1745,하락,(-0.29%),977889
2020/12/14 14:38:24,1700,하락,(-2.58%),572717
2020/12/14 14:51:02,1700,하락,(-2.58%),583114
2020/12/14 15:04:54,1695,하락,(-2.87%),596345
2020/12/14 15:19:29,1685,하락,(-3.44%),663068
2020/12/14 15:34:24,1680,하락,(-3.72%),701689
2020/12/14 16:10:10,1680,하락,(-3.72%),703161
2020/12/14 16:25:00,1680,하락,(-3.72%),703161
2020/12/14 16:58:02,1680,하락,(-3.72%),703161
2020/12/22 00:01:13,1730,상승,(1.76%),433723
2021/01/04 14:30:54,1640,하락,(-1.2%),510594
2021/01/04 14:43:57,1640,하락,(-1.2%),532545
