2020/12/07 18:56:42,10250,하강,-1.4423076923076872,136695
2020/12/07 19:21:43,10250,하락,(-1.44%),136695
2020/12/09 14:53:35,10250,보합,(0.49%),106244
2020/12/09 15:01:27,10200,하락,(0.0%),108534
2020/12/09 15:16:03,10250,보합,(0.49%),112625
2020/12/09 15:32:49,10300,보합,(0.98%),114941
2020/12/09 16:52:18,10300,보합,(0.98%),116278
2020/12/09 16:54:51,10300,보합,(0.98%),116278
2020/12/11 16:30:09,10400,상승,(1.96%),157266
2020/12/11 16:47:12,10400,상승,(1.96%),157266
2020/12/12 05:35:44,10400,상승,(1.96%),157266
2020/12/12 05:37:22,10400,상승,(1.96%),157266
2020/12/14 14:39:44,10350,하락,(-0.48%),110507
2020/12/14 14:52:24,10350,하락,(-0.48%),116583
2020/12/14 15:06:23,10300,하락,(-0.96%),120922
2020/12/14 15:21:12,10300,하락,(-0.96%),151045
2020/12/14 15:36:01,10350,하락,(-0.48%),152146
2020/12/14 16:11:22,10350,하락,(-0.48%),152661
2020/12/14 16:27:13,10350,하락,(-0.48%),152661
2020/12/22 00:02:47,10300,하락,(0.0%),194994
2021/01/04 14:32:29,10100,하락,(-0.49%),121684
2021/01/04 14:45:09,10100,하락,(-0.49%),126684
