2020/12/07 18:56:09,3920,하강,-2.122347066167296,352403
2020/12/07 19:21:16,3920,하락,(-2.12%),352403
2020/12/09 14:53:03,3900,보합,(0.78%),195730
2020/12/09 15:00:56,3900,보합,(0.78%),199886
2020/12/09 15:15:41,3900,보합,(0.78%),215877
2020/12/09 15:32:15,3910,상승,(1.03%),219359
2020/12/09 16:51:54,3910,상승,(1.03%),219489
2020/12/09 16:54:29,3910,상승,(1.03%),219489
2020/12/11 16:29:33,3910,하락,(-0.38%),215485
2020/12/11 16:46:33,3910,하락,(-0.38%),215485
2020/12/12 05:35:20,3910,하락,(-0.38%),215485
2020/12/12 05:37:03,3910,하락,(-0.38%),215485
2020/12/14 14:39:17,3895,하락,(-0.38%),147563
2020/12/14 14:51:58,3895,하락,(-0.38%),149624
2020/12/14 15:05:58,3910,하락,(0.0%),155739
2020/12/14 15:20:45,3910,하락,(0.0%),159457
2020/12/14 15:35:31,3915,보합,(0.13%),161160
2020/12/14 16:11:00,3915,보합,(0.13%),161345
2020/12/14 16:26:31,3915,보합,(0.13%),161345
2020/12/22 00:02:20,3900,보합,(0.26%),188508
2021/01/04 14:32:00,3930,하락,(0.0%),174248
2021/01/04 14:44:48,3925,하락,(-0.13%),175793
