2020/12/07 18:55:22,3270,하강,-0.45662100456621557,142055
2020/12/07 19:20:31,3270,하락,(-0.46%),142055
2020/12/09 14:52:18,3220,보합,(0.16%),95039
2020/12/09 15:00:11,3220,보합,(0.16%),97938
2020/12/09 15:15:10,3215,하락,(0.0%),107427
2020/12/09 15:31:29,3230,보합,(0.47%),115737
2020/12/09 16:51:18,3220,보합,(0.16%),121420
2020/12/09 16:53:58,3220,보합,(0.16%),121420
2020/12/11 16:28:36,3230,보합,(0.16%),206015
2020/12/11 16:45:34,3230,보합,(0.16%),206015
2020/12/12 05:34:45,3230,보합,(0.16%),206015
2020/12/12 05:36:34,3230,보합,(0.16%),206015
2020/12/14 14:38:42,3200,하락,(-0.93%),163744
2020/12/14 14:51:22,3205,하락,(-0.77%),169104
2020/12/14 15:05:16,3215,하락,(-0.46%),177059
2020/12/14 15:19:53,3210,하락,(-0.62%),185681
2020/12/14 15:34:48,3195,하락,(-1.08%),197825
2020/12/14 16:10:27,3195,하락,(-1.08%),197825
2020/12/14 16:25:32,3195,하락,(-1.08%),197825
2020/12/14 16:58:28,3195,하락,(-1.08%),197825
2020/12/22 00:01:37,3255,상승,(2.2%),191201
2021/01/04 14:31:19,3900,상승,(1.17%),580949
2021/01/04 14:44:15,3910,상승,(1.43%),602578
