2020/12/07 18:56:13,9600,하강,-1.538461538461533,153714
2020/12/07 19:21:20,9600,하락,(-1.54%),153714
2020/12/09 14:53:07,9430,하락,(-1.67%),113212
2020/12/09 15:01:01,9440,하락,(-1.56%),113933
2020/12/09 15:15:45,9450,하락,(-1.46%),115738
2020/12/09 15:32:19,9450,하락,(-1.46%),118927
2020/12/09 16:51:58,9450,하락,(-1.46%),118955
2020/12/09 16:54:32,9450,하락,(-1.46%),118955
2020/12/11 16:29:38,9330,하락,(-0.96%),81231
2020/12/11 16:46:39,9330,하락,(-0.96%),81231
2020/12/12 05:35:24,9330,하락,(-0.96%),81231
2020/12/12 05:37:06,9330,하락,(-0.96%),81231
2020/12/14 14:39:21,9120,하락,(-2.25%),101620
2020/12/14 14:52:02,9110,하락,(-2.36%),103143
2020/12/14 15:06:02,9110,하락,(-2.36%),103703
2020/12/14 15:20:50,9110,하락,(-2.36%),111904
2020/12/14 15:35:35,9150,하락,(-1.93%),114715
2020/12/14 16:11:03,9150,하락,(-1.93%),114785
2020/12/14 16:26:38,9150,하락,(-1.93%),114785
2020/12/22 00:02:24,8840,하락,(-1.67%),117730
2021/01/04 14:32:04,9300,상승,(4.49%),420746
2021/01/04 14:44:51,9270,상승,(4.16%),427584
