2020/12/07 18:54:10,5020,하강,-0.9861932938856066,83575
2020/12/07 19:19:11,5020,하락,(-0.99%),83575
2020/12/09 14:51:07,5100,상승,(2.0%),313262
2020/12/09 14:58:59,5120,상승,(2.4%),318571
2020/12/09 15:14:21,5090,상승,(1.8%),326463
2020/12/09 15:30:18,5100,상승,(2.0%),329070
2020/12/09 16:50:16,5150,상승,(3.0%),333783
2020/12/09 16:53:12,5150,상승,(3.0%),333783
2020/12/11 16:27:09,5150,보합,(0.98%),121912
2020/12/11 16:44:04,5150,보합,(0.98%),121912
2020/12/12 05:33:47,5150,보합,(0.98%),121912
2020/12/12 05:35:44,5150,보합,(0.98%),121912
2020/12/14 14:37:42,5150,하락,(0.0%),106047
2020/12/14 14:50:23,5150,하락,(0.0%),108689
2020/12/14 15:03:58,5150,하락,(0.0%),109848
2020/12/14 15:18:44,5150,하락,(0.0%),115033
2020/12/14 15:33:37,5150,하락,(0.0%),121687
2020/12/14 16:09:32,5150,하락,(0.0%),121697
2020/12/14 16:23:53,5150,하락,(0.0%),121697
2020/12/14 16:57:04,5150,하락,(0.0%),121697
2020/12/22 00:00:29,5560,하락,(-1.77%),520995
2021/01/04 14:30:04,5400,상승,(2.08%),257103
2021/01/04 14:43:14,5410,상승,(2.27%),259561
