2020/12/07 18:52:34,19500,하강,-2.500000000000002,171
2020/12/07 19:17:05,19500,하락,(-2.5%),171
2020/12/09 14:49:27,22950,상승,(6.74%),145
2020/12/09 14:57:17,22950,상승,(6.74%),145
2020/12/09 15:13:04,22950,상승,(6.74%),145
2020/12/09 15:28:33,22950,상승,(6.74%),145
2020/12/09 16:12:49,22950,상승,(6.74%),145
2020/12/09 16:48:43,22950,상승,(6.74%),145
2020/12/09 16:52:04,22950,상승,(6.74%),145
2020/12/11 16:25:18,22450,하락,(-2.39%),1741
2020/12/11 16:42:07,22450,하락,(-2.39%),1741
2020/12/11 17:01:20,22450,하락,(-2.39%),1741
2020/12/12 05:32:27,22450,하락,(-2.39%),1741
2020/12/12 05:34:32,22450,하락,(-2.39%),1741
2020/12/14 14:36:25,22450,하락,(0.0%),1954
2020/12/14 14:49:05,22450,하락,(0.0%),1954
2020/12/14 15:01:55,22450,하락,(0.0%),1954
2020/12/14 15:17:16,22450,하락,(0.0%),1954
2020/12/14 15:32:01,22450,하락,(0.0%),1954
2020/12/14 16:08:02,22450,하락,(0.0%),1954
2020/12/14 16:21:57,22450,하락,(0.0%),1954
2020/12/14 16:55:10,22450,하락,(0.0%),1954
2020/12/21 23:58:57,20450,하락,(-2.62%),2030
2021/01/04 14:28:32,24300,상승,(7.05%),1291
2021/01/04 14:41:50,24400,상승,(7.49%),1440
