2020/12/07 18:53:40,22950,하강,-1.7130620985010725,392913
2020/12/07 19:18:32,22950,하락,(-1.71%),392913
2020/12/09 14:50:36,22050,하락,(-1.12%),330464
2020/12/09 14:58:29,22100,하락,(-0.9%),338885
2020/12/09 15:13:57,22200,하락,(-0.45%),350875
2020/12/09 15:29:45,22150,하락,(-0.67%),354407
2020/12/09 16:49:49,22200,하락,(-0.45%),361543
2020/12/09 16:52:51,22200,하락,(-0.45%),361543
2020/12/11 16:26:34,22650,상승,(1.12%),219014
2020/12/11 16:43:28,22650,상승,(1.12%),219014
2020/12/11 17:02:46,22650,상승,(1.12%),219014
2020/12/12 05:33:21,22650,상승,(1.12%),219014
2020/12/12 05:35:22,22650,상승,(1.12%),219014
2020/12/14 14:37:20,22150,하락,(-2.21%),230387
2020/12/14 14:49:56,22150,하락,(-2.21%),238586
2020/12/14 15:03:22,22150,하락,(-2.21%),247440
2020/12/14 15:18:12,22150,하락,(-2.21%),254529
2020/12/14 15:33:08,22100,하락,(-2.43%),262159
2020/12/14 16:09:03,22100,하락,(-2.43%),266635
2020/12/14 16:23:16,22100,하락,(-2.43%),266635
2020/12/14 16:56:27,22100,하락,(-2.43%),266635
2020/12/21 23:59:59,21850,하락,(-0.68%),175695
2021/01/04 14:29:34,22350,상승,(2.05%),269489
2021/01/04 14:42:46,22300,상승,(1.83%),274322
