2020/12/07 18:56:08,12400,하강,-1.195219123505975,37746
2020/12/07 19:21:15,12400,하락,(-1.2%),37746
2020/12/09 14:53:02,12450,하락,(0.0%),31055
2020/12/09 15:00:55,12450,하락,(0.0%),31250
2020/12/09 15:15:40,12450,하락,(0.0%),31852
2020/12/09 15:32:14,12550,보합,(0.8%),32420
2020/12/09 16:51:53,12550,보합,(0.8%),32421
2020/12/09 16:54:29,12550,보합,(0.8%),32421
2020/12/11 16:29:32,12650,하락,(-0.39%),46191
2020/12/11 16:46:32,12650,하락,(-0.39%),46191
2020/12/12 05:35:19,12650,하락,(-0.39%),46191
2020/12/12 05:37:02,12650,하락,(-0.39%),46191
2020/12/14 14:39:16,12650,하락,(0.0%),36743
2020/12/14 14:51:57,12650,하락,(0.0%),36844
2020/12/14 15:05:57,12700,보합,(0.4%),37458
2020/12/14 15:20:44,12650,하락,(0.0%),38251
2020/12/14 15:35:30,12600,하락,(-0.4%),38556
2020/12/14 16:10:59,12600,하락,(-0.4%),38556
2020/12/14 16:26:29,12600,하락,(-0.4%),38556
2020/12/22 00:02:19,13200,하락,(-0.75%),40897
2021/01/04 14:31:59,13650,상승,(2.25%),139819
2021/01/04 14:44:47,13700,상승,(2.62%),143585
