2020/12/07 18:54:06,3100,하강,-1.898734177215189,228847
2020/12/07 19:19:06,3100,하락,(-1.9%),228847
2020/12/09 14:51:03,3135,상승,(1.13%),50204
2020/12/09 14:58:55,3135,상승,(1.13%),50305
2020/12/09 15:14:18,3130,보합,(0.97%),50761
2020/12/09 15:30:14,3135,상승,(1.13%),51492
2020/12/09 16:50:13,3120,보합,(0.65%),54407
2020/12/09 16:53:09,3120,보합,(0.65%),54407
2020/12/11 16:27:06,3170,하락,(0.0%),67640
2020/12/11 16:43:59,3170,하락,(0.0%),67640
2020/12/11 17:03:18,3170,하락,(0.0%),67640
2020/12/12 05:33:44,3170,하락,(0.0%),67640
2020/12/12 05:35:41,3170,하락,(0.0%),67640
2020/12/14 14:37:39,3200,보합,(0.95%),46532
2020/12/14 14:50:19,3210,상승,(1.26%),47434
2020/12/14 15:03:53,3205,상승,(1.1%),49997
2020/12/14 15:18:40,3200,보합,(0.95%),51622
2020/12/14 15:33:33,3200,보합,(0.95%),52740
2020/12/14 16:09:29,3200,보합,(0.95%),56410
2020/12/14 16:23:49,3200,보합,(0.95%),56410
2020/12/14 16:56:59,3200,보합,(0.95%),56410
2020/12/22 00:00:26,3320,상승,(4.08%),849675
2021/01/04 14:30:00,3180,보합,(0.47%),57446
2021/01/04 14:43:12,3175,보합,(0.32%),59625
