2020/12/07 18:55:44,3770,하강,-2.3316062176165775,196118
2020/12/07 19:20:53,3770,하락,(-2.33%),196118
2020/12/09 14:52:38,3915,하락,(-0.13%),273854
2020/12/09 15:00:32,3905,하락,(-0.38%),275803
2020/12/09 15:15:25,3915,하락,(-0.13%),280097
2020/12/09 15:31:52,3930,보합,(0.26%),288104
2020/12/09 16:51:34,3930,보합,(0.26%),288304
2020/12/09 16:54:13,3930,보합,(0.26%),288304
2020/12/11 16:29:03,3965,하락,(-2.94%),324059
2020/12/11 16:46:02,3965,하락,(-2.94%),324059
2020/12/12 05:35:01,3965,하락,(-2.94%),324059
2020/12/12 05:36:47,3965,하락,(-2.94%),324059
2020/12/14 14:38:58,3875,하락,(-2.27%),159065
2020/12/14 14:51:38,3880,하락,(-2.14%),159386
2020/12/14 15:05:35,3880,하락,(-2.14%),163219
2020/12/14 15:20:16,3880,하락,(-2.14%),168704
2020/12/14 15:35:08,3885,하락,(-2.02%),170977
2020/12/14 16:10:42,3885,하락,(-2.02%),171300
2020/12/14 16:26:01,3885,하락,(-2.02%),171300
2020/12/14 16:58:53,3885,하락,(-2.02%),171300
2020/12/22 00:01:58,4270,상승,(1.91%),927502
2021/01/04 14:31:39,4275,보합,(0.35%),284672
2021/01/04 14:44:31,4275,보합,(0.35%),290863
