2020/12/07 18:56:25,1605,하강,-0.6191950464396245,296862
2020/12/07 19:21:30,1605,하락,(-0.62%),296862
2020/12/09 14:53:18,1585,보합,(0.63%),394091
2020/12/09 15:01:11,1585,보합,(0.63%),394429
2020/12/09 15:15:52,1585,보합,(0.63%),396816
2020/12/09 15:32:31,1585,보합,(0.63%),407177
2020/12/09 16:52:07,1585,보합,(0.63%),407177
2020/12/09 16:54:39,1585,보합,(0.63%),407177
2020/12/11 16:29:51,1590,보합,(0.63%),328122
2020/12/11 16:46:52,1590,보합,(0.63%),328122
2020/12/12 05:35:32,1590,보합,(0.63%),328122
2020/12/12 05:37:13,1590,보합,(0.63%),328122
2020/12/14 14:39:31,1585,하락,(-0.31%),392145
2020/12/14 14:52:11,1565,하락,(-1.57%),449578
2020/12/14 15:06:11,1580,하락,(-0.63%),455649
2020/12/14 15:21:01,1580,하락,(-0.63%),485743
2020/12/14 15:35:46,1575,하락,(-0.94%),490956
2020/12/14 16:11:11,1575,하락,(-0.94%),493409
2020/12/14 16:26:52,1575,하락,(-0.94%),493409
2020/12/22 00:02:34,1655,하락,(-2.07%),599397
2021/01/04 14:32:14,1670,하락,(-2.05%),1157958
2021/01/04 14:44:58,1660,하락,(-2.64%),1213018
