2020/12/07 18:55:19,5700,하강,-0.8695652173912993,66169
2020/12/07 19:20:26,5700,하락,(-0.87%),66169
2020/12/09 14:52:14,5730,보합,(0.7%),34633
2020/12/09 15:00:07,5730,보합,(0.7%),35214
2020/12/09 15:15:07,5750,상승,(1.05%),36585
2020/12/09 15:31:22,5740,보합,(0.88%),36998
2020/12/09 16:51:14,5740,보합,(0.88%),36998
2020/12/09 16:53:56,5740,보합,(0.88%),36998
2020/12/11 16:28:32,5790,보합,(0.35%),43498
2020/12/11 16:45:29,5790,보합,(0.35%),43498
2020/12/12 05:34:42,5790,보합,(0.35%),43498
2020/12/12 05:36:31,5790,보합,(0.35%),43498
2020/12/14 14:38:39,5660,하락,(-2.25%),78569
2020/12/14 14:51:18,5650,하락,(-2.42%),79321
2020/12/14 15:05:13,5650,하락,(-2.42%),80247
2020/12/14 15:19:49,5640,하락,(-2.59%),83966
2020/12/14 15:34:43,5640,하락,(-2.59%),87075
2020/12/14 16:10:24,5640,하락,(-2.59%),87077
2020/12/14 16:25:27,5640,하락,(-2.59%),87077
2020/12/14 16:58:24,5640,하락,(-2.59%),87077
2020/12/22 00:01:33,5980,상승,(2.4%),277206
2021/01/04 14:31:15,6650,상승,(8.66%),519387
2021/01/04 14:44:12,6630,상승,(8.33%),523158
