2020/12/07 18:56:40,1590,하강,-2.1538461538461506,440438
2020/12/07 19:21:42,1590,하락,(-2.15%),440438
2020/12/09 14:53:34,1640,상승,(1.23%),698219
2020/12/09 15:01:25,1655,상승,(2.16%),938701
2020/12/09 15:16:02,1650,상승,(1.85%),1015065
2020/12/09 15:32:48,1655,상승,(2.16%),1076462
2020/12/09 16:52:17,1655,상승,(2.16%),1078056
2020/12/09 16:54:49,1655,상승,(2.16%),1078056
2020/12/11 16:30:07,1620,하락,(0.0%),417147
2020/12/11 16:47:10,1620,하락,(0.0%),417147
2020/12/12 05:35:43,1620,하락,(0.0%),417147
2020/12/12 05:37:22,1620,하락,(0.0%),417147
2020/12/14 14:39:43,1605,하락,(-0.93%),496685
2020/12/14 14:52:23,1590,하락,(-1.85%),532427
2020/12/14 15:06:22,1595,하락,(-1.54%),548711
2020/12/14 15:21:11,1620,하락,(0.0%),818415
2020/12/14 15:36:00,1620,하락,(0.0%),841593
2020/12/14 16:11:20,1620,하락,(0.0%),843007
2020/12/14 16:27:11,1620,하락,(0.0%),843007
2020/12/22 00:02:46,1630,하락,(-6.05%),1944695
2021/01/04 14:32:28,1570,상승,(3.63%),622187
2021/01/04 14:45:08,1570,상승,(3.63%),637782
