2020/12/07 18:53:58,5560,하강,-2.7972027972028024,396148
2020/12/07 19:18:56,5560,하락,(-2.8%),396148
2020/12/09 14:50:55,5600,상승,(1.82%),209134
2020/12/09 14:58:47,5570,상승,(1.27%),210793
2020/12/09 15:14:12,5600,상승,(1.82%),218909
2020/12/09 15:30:03,5600,상승,(1.82%),224987
2020/12/09 16:50:06,5580,상승,(1.45%),231374
2020/12/09 16:53:03,5580,상승,(1.45%),231374
2020/12/11 16:26:56,5650,하락,(-1.57%),175888
2020/12/11 16:43:49,5650,하락,(-1.57%),175888
2020/12/11 17:03:07,5650,하락,(-1.57%),175888
2020/12/12 05:33:36,5650,하락,(-1.57%),175888
2020/12/12 05:35:35,5650,하락,(-1.57%),175888
2020/12/14 14:37:32,5620,하락,(-0.53%),163142
2020/12/14 14:50:13,5620,하락,(-0.53%),163810
2020/12/14 15:03:42,5620,하락,(-0.53%),164736
2020/12/14 15:18:30,5610,하락,(-0.71%),168545
2020/12/14 15:33:26,5580,하락,(-1.24%),169762
2020/12/14 16:09:22,5580,하락,(-1.24%),169785
2020/12/14 16:23:36,5580,하락,(-1.24%),169785
2020/12/14 16:56:48,5580,하락,(-1.24%),169785
2020/12/22 00:00:18,5670,하락,(-0.18%),475216
2021/01/04 14:29:53,5280,하락,(-0.56%),207034
2021/01/04 14:43:04,5280,하락,(-0.56%),214798
