2020/12/07 18:55:06,12800,하강,-1.538461538461533,111713
2020/12/07 19:20:14,12800,하락,(-1.54%),111713
2020/12/09 14:52:03,12850,보합,(0.39%),87869
2020/12/09 14:59:56,12800,하락,(0.0%),89261
2020/12/09 15:15:00,12850,보합,(0.39%),90897
2020/12/09 15:31:11,12800,하락,(0.0%),91827
2020/12/09 16:51:05,12800,하락,(0.0%),91880
2020/12/09 16:53:49,12800,하락,(0.0%),91880
2020/12/11 16:28:19,12800,하락,(-0.39%),97163
2020/12/11 16:45:16,12800,하락,(-0.39%),97163
2020/12/12 05:34:33,12800,하락,(-0.39%),97163
2020/12/12 05:36:23,12800,하락,(-0.39%),97163
2020/12/14 14:38:31,12700,하락,(-0.78%),65021
2020/12/14 14:51:09,12700,하락,(-0.78%),66067
2020/12/14 15:05:02,12700,하락,(-0.78%),67047
2020/12/14 15:19:37,12700,하락,(-0.78%),68962
2020/12/14 15:34:33,12750,하락,(-0.39%),69931
2020/12/14 16:10:16,12750,하락,(-0.39%),69988
2020/12/14 16:25:13,12750,하락,(-0.39%),69988
2020/12/14 16:58:12,12750,하락,(-0.39%),69988
2020/12/22 00:01:23,12450,하락,(-2.35%),130310
2021/01/04 14:31:04,12350,상승,(4.66%),177286
2021/01/04 14:44:03,12200,상승,(3.39%),187966
