2020/12/07 18:55:10,341,하강,-0.29239766081871066,514159
2020/12/07 19:20:18,341,하락,(-0.29%),514159
2020/12/09 14:52:07,344,하락,(0.0%),599255
2020/12/09 15:00:00,345,보합,(0.29%),605244
2020/12/09 15:15:03,347,보합,(0.87%),608842
2020/12/09 15:31:15,347,보합,(0.87%),608842
2020/12/09 16:51:09,346,보합,(0.58%),618128
2020/12/09 16:53:51,346,보합,(0.58%),618128
2020/12/11 16:28:23,355,상승,(2.6%),1304473
2020/12/11 16:45:21,355,상승,(2.6%),1304473
2020/12/12 05:34:36,355,상승,(2.6%),1304473
2020/12/12 05:36:26,355,상승,(2.6%),1304473
2020/12/14 14:38:34,358,보합,(0.85%),1129700
2020/12/14 14:51:13,358,보합,(0.85%),1153205
2020/12/14 15:05:07,359,상승,(1.13%),1174840
2020/12/14 15:19:41,357,보합,(0.56%),1270662
2020/12/14 15:34:37,357,보합,(0.56%),1305907
2020/12/14 16:10:19,357,보합,(0.56%),1306407
2020/12/14 16:25:18,357,보합,(0.56%),1306407
2020/12/14 16:58:17,357,보합,(0.56%),1306407
2020/12/22 00:01:26,350,하락,(-0.85%),1377455
2021/01/04 14:31:08,394,하락,(0.0%),1808444
2021/01/04 14:44:07,390,하락,(-1.02%),1879914
