2020/12/07 18:54:02,24150,하강,-1.0245901639344246,1253838
2020/12/07 19:19:01,24150,하락,(-1.02%),1253838
2020/12/09 14:51:00,24300,보합,(0.62%),710432
2020/12/09 14:58:51,24250,보합,(0.41%),718342
2020/12/09 15:14:16,24350,보합,(0.83%),779048
2020/12/09 15:30:10,24300,보합,(0.62%),807851
2020/12/09 16:50:09,24300,보합,(0.62%),858806
2020/12/09 16:53:07,24300,보합,(0.62%),858806
2020/12/11 16:27:01,24650,상승,(1.86%),2170774
2020/12/11 16:43:55,24650,상승,(1.86%),2170774
2020/12/11 17:03:13,24650,상승,(1.86%),2170774
2020/12/12 05:33:40,24650,상승,(1.86%),2170774
2020/12/12 05:35:38,24650,상승,(1.86%),2170774
2020/12/14 14:37:36,24650,하락,(0.0%),921566
2020/12/14 14:50:17,24650,하락,(0.0%),968499
2020/12/14 15:03:48,24550,하락,(-0.41%),1004948
2020/12/14 15:18:35,24600,하락,(-0.2%),1039208
2020/12/14 15:33:30,24600,하락,(-0.2%),1075775
2020/12/14 16:09:26,24600,하락,(-0.2%),1076418
2020/12/14 16:23:45,24600,하락,(-0.2%),1076418
2020/12/14 16:56:54,24600,하락,(-0.2%),1076418
2020/12/22 00:00:22,25600,상승,(1.19%),1392292
2021/01/04 14:29:57,23750,하락,(-1.04%),1680297
2021/01/04 14:43:08,23750,하락,(-1.04%),1731623
