2020/12/07 18:55:33,787,하강,-3.5539215686274495,1837204
2020/12/07 19:20:42,787,하락,(-3.55%),1837204
2020/12/09 14:52:28,794,보합,(0.51%),771290
2020/12/09 15:00:21,796,보합,(0.76%),806671
2020/12/09 15:15:17,791,보합,(0.13%),858104
2020/12/09 15:31:42,797,보합,(0.89%),874150
2020/12/09 16:51:26,797,보합,(0.89%),878201
2020/12/09 16:54:06,797,보합,(0.89%),878201
2020/12/11 16:28:49,795,보합,(0.89%),486282
2020/12/11 16:45:48,795,보합,(0.89%),486282
2020/12/12 05:34:54,795,보합,(0.89%),486282
2020/12/12 05:36:40,795,보합,(0.89%),486282
2020/12/14 14:38:50,785,하락,(-1.26%),679006
2020/12/14 14:51:30,785,하락,(-1.26%),684526
2020/12/14 15:05:25,784,하락,(-1.38%),689755
2020/12/14 15:20:03,783,하락,(-1.51%),728025
2020/12/14 15:34:57,783,하락,(-1.51%),736043
2020/12/14 16:10:34,783,하락,(-1.51%),736043
2020/12/14 16:25:47,783,하락,(-1.51%),736043
2020/12/14 16:58:40,783,하락,(-1.51%),736043
2020/12/22 00:01:46,782,하락,(-0.76%),616148
2021/01/04 14:31:28,792,상승,(1.93%),597870
2021/01/04 14:44:22,792,상승,(1.93%),600867
