2020/12/07 18:54:14,17800,하강,-2.732240437158473,281092
2020/12/07 19:19:15,17800,하락,(-2.73%),281092
2020/12/09 14:51:11,17950,보합,(0.28%),157052
2020/12/09 14:59:03,17950,보합,(0.28%),161069
2020/12/09 15:14:24,17950,보합,(0.28%),167485
2020/12/09 15:30:22,17900,하락,(0.0%),170495
2020/12/09 16:50:20,17950,보합,(0.28%),172783
2020/12/09 16:53:14,17950,보합,(0.28%),172783
2020/12/11 16:27:14,18100,보합,(0.28%),138467
2020/12/11 16:44:10,18100,보합,(0.28%),138467
2020/12/12 05:33:50,18100,보합,(0.28%),138467
2020/12/12 05:35:47,18100,보합,(0.28%),138467
2020/12/14 14:37:46,17850,하락,(-1.38%),161488
2020/12/14 14:50:26,17800,하락,(-1.66%),163241
2020/12/14 15:04:04,17800,하락,(-1.66%),166544
2020/12/14 15:18:48,17750,하락,(-1.93%),172717
2020/12/14 15:33:40,17850,하락,(-1.38%),178369
2020/12/14 16:09:36,17850,하락,(-1.38%),178896
2020/12/14 16:23:58,17850,하락,(-1.38%),178896
2020/12/14 16:57:09,17850,하락,(-1.38%),178896
2020/12/22 00:00:33,18700,하락,(-1.32%),223660
2021/01/04 14:30:08,20100,하락,(-1.47%),545384
2021/01/04 14:43:18,20100,하락,(-1.47%),581188
