2020/12/07 18:55:31,2730,하강,-0.5464480874316946,88450
2020/12/07 19:20:41,2730,하락,(-0.55%),88450
2020/12/09 14:52:27,2720,보합,(0.18%),71478
2020/12/09 15:00:20,2720,보합,(0.18%),71951
2020/12/09 15:15:16,2720,보합,(0.18%),74257
2020/12/09 15:31:40,2720,보합,(0.18%),77415
2020/12/09 16:51:25,2720,보합,(0.18%),77415
2020/12/09 16:54:05,2720,보합,(0.18%),77415
2020/12/11 16:28:47,2730,보합,(0.37%),74760
2020/12/11 16:45:46,2730,보합,(0.37%),74760
2020/12/12 05:34:53,2730,보합,(0.37%),74760
2020/12/12 05:36:40,2730,보합,(0.37%),74760
2020/12/14 14:38:49,2690,하락,(-1.47%),67600
2020/12/14 14:51:29,2690,하락,(-1.47%),67615
2020/12/14 15:05:24,2690,하락,(-1.47%),68289
2020/12/14 15:20:02,2690,하락,(-1.47%),72384
2020/12/14 15:34:56,2690,하락,(-1.47%),75492
2020/12/14 16:10:33,2690,하락,(-1.47%),76104
2020/12/14 16:25:44,2690,하락,(-1.47%),76104
2020/12/14 16:58:38,2690,하락,(-1.47%),76104
2020/12/22 00:01:45,2650,보합,(0.57%),50510
2021/01/04 14:31:27,2640,보합,(0.96%),78256
2021/01/04 14:44:21,2640,보합,(0.96%),81023
