2020/12/07 18:55:03,72500,하강,-0.13774104683195176,36950
2020/12/07 19:20:10,72500,하락,(-0.14%),36950
2020/12/09 14:52:00,71000,하락,(-0.42%),18136
2020/12/09 14:59:52,71000,하락,(-0.42%),18979
2020/12/09 15:14:58,71200,하락,(-0.14%),19714
2020/12/09 15:31:08,71000,하락,(-0.42%),19876
2020/12/09 16:51:02,71000,하락,(-0.42%),20227
2020/12/09 16:53:47,71000,하락,(-0.42%),20227
2020/12/11 16:28:16,71000,보합,(0.42%),20621
2020/12/11 16:45:12,71000,보합,(0.42%),20621
2020/12/12 05:34:30,71000,보합,(0.42%),20621
2020/12/12 05:36:21,71000,보합,(0.42%),20621
2020/12/14 14:38:28,70400,하락,(-0.85%),23103
2020/12/14 14:51:07,70700,하락,(-0.42%),23814
2020/12/14 15:04:59,70600,하락,(-0.56%),24383
2020/12/14 15:19:35,70300,하락,(-0.99%),26686
2020/12/14 15:34:30,70200,하락,(-1.13%),27891
2020/12/14 16:10:14,70200,하락,(-1.13%),27983
2020/12/14 16:25:08,70200,하락,(-1.13%),27983
2020/12/14 16:58:08,70200,하락,(-1.13%),27983
2020/12/22 00:01:20,79300,보합,(0.38%),50382
2021/01/04 14:31:00,97100,상승,(2.75%),62343
2021/01/04 14:44:01,97000,상승,(2.65%),63123
