2020/12/07 18:53:39,3760,하강,-2.7166882276843496,1023726
2020/12/07 19:18:31,3760,하락,(-2.72%),1023726
2020/12/09 14:50:34,3750,하락,(-0.13%),431603
2020/12/09 14:58:28,3750,하락,(-0.13%),456677
2020/12/09 15:13:56,3750,하락,(-0.13%),471072
2020/12/09 15:29:43,3750,하락,(-0.13%),486716
2020/12/09 16:49:48,3750,하락,(-0.13%),491800
2020/12/09 16:52:51,3750,하락,(-0.13%),491800
2020/12/11 16:26:32,3825,상승,(2.0%),900589
2020/12/11 16:43:26,3825,상승,(2.0%),900589
2020/12/11 17:02:44,3825,상승,(2.0%),900589
2020/12/12 05:33:20,3825,상승,(2.0%),900589
2020/12/12 05:35:21,3825,상승,(2.0%),900589
2020/12/14 14:37:19,3765,하락,(-1.57%),572364
2020/12/14 14:49:55,3765,하락,(-1.57%),581873
2020/12/14 15:03:20,3760,하락,(-1.7%),588933
2020/12/14 15:18:11,3765,하락,(-1.57%),613674
2020/12/14 15:33:06,3755,하락,(-1.83%),649287
2020/12/14 16:09:02,3755,하락,(-1.83%),651815
2020/12/14 16:23:14,3755,하락,(-1.83%),651815
2020/12/14 16:56:26,3755,하락,(-1.83%),651815
2020/12/21 23:59:57,2770,하락,(-19.24%),5734976
2021/01/04 14:29:32,2770,하락,(0.0%),0
2021/01/04 14:42:45,2770,하락,(0.0%),0
