2020/12/07 18:54:21,161000,하강,-0.9230769230769265,692050
2020/12/07 19:19:24,161000,하락,(-0.92%),692050
2020/12/09 14:51:19,162000,보합,(0.62%),368486
2020/12/09 14:59:11,162000,보합,(0.62%),390812
2020/12/09 15:14:30,162000,보합,(0.62%),414335
2020/12/09 15:30:31,162500,보합,(0.93%),423305
2020/12/09 16:50:27,162500,보합,(0.93%),466170
2020/12/09 16:53:20,162500,보합,(0.93%),466170
2020/12/11 16:27:24,166000,상승,(1.22%),754697
2020/12/11 16:44:19,166000,상승,(1.22%),754697
2020/12/12 05:33:58,166000,상승,(1.22%),754697
2020/12/12 05:35:53,166000,상승,(1.22%),754697
2020/12/14 14:37:53,163500,하락,(-1.51%),353606
2020/12/14 14:50:33,164000,하락,(-1.2%),375754
2020/12/14 15:04:16,164000,하락,(-1.2%),394494
2020/12/14 15:18:58,163500,하락,(-1.51%),428610
2020/12/14 15:33:50,164000,하락,(-1.2%),443815
2020/12/14 16:09:43,164000,하락,(-1.2%),444853
2020/12/14 16:24:10,164000,하락,(-1.2%),444853
2020/12/14 16:57:19,164000,하락,(-1.2%),444853
2020/12/22 00:00:41,168000,하락,(0.0%),347344
2021/01/04 14:30:17,179000,보합,(0.56%),680886
2021/01/04 14:43:27,178000,하락,(0.0%),722465
