2020/12/07 18:56:49,2795,하강,-0.35650623885917776,84296
2020/12/07 19:21:50,2795,하락,(-0.36%),84296
2020/12/09 14:53:43,2805,보합,(0.18%),182990
2020/12/09 15:01:35,2800,하락,(0.0%),183175
2020/12/09 15:16:09,2800,하락,(0.0%),185296
2020/12/09 15:32:58,2805,보합,(0.18%),192289
2020/12/09 16:52:24,2805,보합,(0.18%),193725
2020/12/09 16:54:56,2805,보합,(0.18%),193725
2020/12/11 16:30:18,2795,보합,(0.9%),54887
2020/12/11 16:47:20,2795,보합,(0.9%),54887
2020/12/12 05:35:50,2795,보합,(0.9%),54887
2020/12/12 05:37:27,2795,보합,(0.9%),54887
2020/12/14 14:39:50,2795,하락,(0.0%),68222
2020/12/14 14:52:31,2795,하락,(0.0%),73262
2020/12/14 15:06:28,2790,하락,(-0.18%),81103
2020/12/14 15:21:17,2795,하락,(0.0%),89504
2020/12/14 15:36:09,2795,하락,(0.0%),91068
2020/12/14 16:11:27,2795,하락,(0.0%),91068
2020/12/14 16:27:23,2795,하락,(0.0%),91068
2020/12/22 00:02:53,2860,상승,(2.33%),630749
2021/01/04 14:32:36,2775,하락,(-1.42%),111232
2021/01/04 14:45:13,2775,하락,(-1.42%),120578
