2020/12/07 18:56:35,17250,하강,-1.9886363636363646,1657
2020/12/07 19:21:39,17250,하락,(-1.99%),1657
2020/12/09 14:53:29,17800,상승,(4.09%),5856
2020/12/09 15:01:21,18000,상승,(5.26%),8267
2020/12/09 15:16:00,18000,상승,(5.26%),8267
2020/12/09 15:32:43,18800,상승,(9.94%),11508
2020/12/09 16:52:14,18800,상승,(9.94%),12195
2020/12/09 16:54:46,18800,상승,(9.94%),12195
2020/12/11 16:30:03,17500,하락,(-1.96%),4647
2020/12/11 16:47:05,17500,하락,(-1.96%),4647
2020/12/12 05:35:40,17500,하락,(-1.96%),4647
2020/12/12 05:37:19,17500,하락,(-1.96%),4647
2020/12/14 14:39:40,17500,하락,(0.0%),4387
2020/12/14 14:52:19,17500,하락,(0.0%),4387
2020/12/14 15:06:18,17500,하락,(0.0%),4592
2020/12/14 15:21:08,17500,하락,(0.0%),4592
2020/12/14 15:35:56,17550,보합,(0.29%),4730
2020/12/14 16:11:18,17550,보합,(0.29%),4860
2020/12/14 16:27:06,17550,보합,(0.29%),4860
2020/12/22 00:02:42,17750,보합,(0.57%),6301
2021/01/04 14:32:24,18600,상승,(1.09%),10964
2021/01/04 14:45:05,18600,상승,(1.09%),10964
