2020/12/07 18:53:59,239000,하강,-0.20876826722338038,259697
2020/12/07 19:18:58,239000,하락,(-0.21%),259697
2020/12/09 14:50:57,240500,보합,(0.21%),229223
2020/12/09 14:58:49,240500,보합,(0.21%),247727
2020/12/09 15:14:14,240500,보합,(0.21%),264108
2020/12/09 15:30:06,241000,보합,(0.42%),268732
2020/12/09 16:50:07,240000,하락,(0.0%),287937
2020/12/09 16:53:05,240000,하락,(0.0%),287937
2020/12/11 16:26:58,247000,상승,(3.78%),598198
2020/12/11 16:43:51,247000,상승,(3.78%),598198
2020/12/11 17:03:10,247000,상승,(3.78%),598198
2020/12/12 05:33:38,247000,상승,(3.78%),598198
2020/12/12 05:35:36,247000,상승,(3.78%),598198
2020/12/14 14:37:33,249000,보합,(0.81%),378045
2020/12/14 14:50:14,249500,상승,(1.01%),389768
2020/12/14 15:03:45,249000,보합,(0.81%),407175
2020/12/14 15:18:32,249500,상승,(1.01%),422977
2020/12/14 15:33:27,249000,보합,(0.81%),472768
2020/12/14 16:09:24,249000,보합,(0.81%),472951
2020/12/14 16:23:41,249000,보합,(0.81%),472951
2020/12/14 16:56:50,249000,보합,(0.81%),472951
2020/12/22 00:00:20,249000,상승,(1.01%),249588
2021/01/04 14:29:55,237000,하락,(-0.42%),344028
2021/01/04 14:43:06,237500,하락,(-0.21%),354469
