2020/12/07 18:56:47,5440,하강,-0.18348623853210455,20347
2020/12/07 19:21:48,5440,하락,(-0.18%),20347
2020/12/09 14:53:41,5470,상승,(1.11%),16952
2020/12/09 15:01:32,5470,상승,(1.11%),17068
2020/12/09 15:16:07,5490,상승,(1.48%),18351
2020/12/09 15:32:55,5450,보합,(0.74%),19346
2020/12/09 16:52:22,5450,보합,(0.74%),19407
2020/12/09 16:54:54,5450,보합,(0.74%),19407
2020/12/11 16:30:15,5490,보합,(0.92%),7920
2020/12/11 16:47:18,5490,보합,(0.92%),7920
2020/12/12 05:35:48,5490,보합,(0.92%),7920
2020/12/12 05:37:26,5490,보합,(0.92%),7920
2020/12/14 14:39:48,5460,하락,(-0.55%),8144
2020/12/14 14:52:29,5460,하락,(-0.55%),8144
2020/12/14 15:06:27,5460,하락,(-0.55%),8178
2020/12/14 15:21:16,5460,하락,(-0.55%),8194
2020/12/14 15:36:07,5490,하락,(0.0%),8206
2020/12/14 16:11:25,5490,하락,(0.0%),8206
2020/12/14 16:27:20,5490,하락,(0.0%),8206
2020/12/22 00:02:52,5810,상승,(7.0%),162432
2021/01/04 14:32:34,5510,보합,(0.55%),16054
2021/01/04 14:45:12,5510,보합,(0.55%),16055
