2020/12/07 18:53:59,29200,하강,-0.34129692832765013,155954
2020/12/07 19:18:58,29200,하락,(-0.34%),155954
2020/12/09 14:50:56,29300,상승,(1.03%),164561
2020/12/09 14:58:48,29350,상승,(1.21%),167585
2020/12/09 15:14:13,29400,상승,(1.38%),176586
2020/12/09 15:30:05,29400,상승,(1.38%),180802
2020/12/09 16:50:07,29400,상승,(1.38%),185739
2020/12/09 16:53:04,29400,상승,(1.38%),185739
2020/12/11 16:26:58,30350,보합,(0.66%),397928
2020/12/11 16:43:50,30350,보합,(0.66%),397928
2020/12/11 17:03:09,30350,보합,(0.66%),397928
2020/12/12 05:33:37,30350,보합,(0.66%),397928
2020/12/12 05:35:36,30350,보합,(0.66%),397928
2020/12/14 14:37:33,30100,하락,(-0.82%),227666
2020/12/14 14:50:14,30050,하락,(-0.99%),230259
2020/12/14 15:03:44,30100,하락,(-0.82%),233001
2020/12/14 15:18:31,30100,하락,(-0.82%),250344
2020/12/14 15:33:27,30100,하락,(-0.82%),259217
2020/12/14 16:09:23,30100,하락,(-0.82%),259422
2020/12/14 16:23:40,30100,하락,(-0.82%),259422
2020/12/14 16:56:49,30100,하락,(-0.82%),259422
2020/12/22 00:00:19,31100,하락,(-1.74%),563702
2021/01/04 14:29:54,29150,하락,(-1.85%),355235
2021/01/04 14:43:06,29150,하락,(-1.85%),364387
