2020/12/07 18:56:01,38,하강,-57.30337078651686,18642120
2020/12/07 19:21:09,38,하락,(-57.3%),18642120
2020/12/09 14:52:55,38,하락,(-57.3%),18642120
2020/12/09 15:00:49,38,하락,(-57.3%),18642120
2020/12/09 15:15:36,38,하락,(-57.3%),18642120
2020/12/09 15:32:08,38,하락,(-57.3%),18642120
2020/12/09 16:51:48,38,하락,(-57.3%),18642120
2020/12/09 16:54:25,38,하락,(-57.3%),18642120
2020/12/11 16:29:24,38,하락,(-57.3%),18642120
2020/12/11 16:46:24,38,하락,(-57.3%),18642120
2020/12/12 05:35:15,38,하락,(-57.3%),18642120
2020/12/12 05:36:58,38,하락,(-57.3%),18642120
2020/12/14 14:39:11,38,하락,(-57.3%),18642120
2020/12/14 14:51:52,38,하락,(-57.3%),18642120
2020/12/14 15:05:52,38,하락,(-57.3%),18642120
2020/12/14 15:20:37,38,하락,(-57.3%),18642120
2020/12/14 15:35:24,38,하락,(-57.3%),18642120
2020/12/14 16:10:55,38,하락,(-57.3%),18642120
2020/12/14 16:26:22,38,하락,(-57.3%),18642120
2020/12/14 16:59:13,38,하락,(-57.3%),18642120
2020/12/22 00:02:13,38,하락,(-57.3%),18642120
2021/01/04 14:31:53,38,하락,(-57.3%),18642120
2021/01/04 14:44:43,38,하락,(-57.3%),18642120
