2020/12/07 18:55:26,8960,하강,-2.819956616052066,200
2020/12/07 19:20:35,8960,하락,(-2.82%),200
2020/12/09 14:52:21,8960,하락,(-2.82%),200
2020/12/09 15:00:14,8960,하락,(-2.82%),200
2020/12/09 15:15:12,9210,하락,(-0.11%),201
2020/12/09 15:31:34,9210,하락,(-0.11%),201
2020/12/09 16:51:20,9210,하락,(-0.11%),201
2020/12/09 16:54:02,9210,하락,(-0.11%),201
2020/12/11 16:28:40,9200,상승,(1.32%),201
2020/12/11 16:45:39,9200,상승,(1.32%),201
2020/12/12 05:34:48,9200,상승,(1.32%),201
2020/12/12 05:36:36,9200,상승,(1.32%),201
2020/12/14 14:38:45,8940,하락,(-2.83%),200
2020/12/14 14:51:24,8940,하락,(-2.83%),200
2020/12/14 15:05:19,8940,하락,(-2.83%),200
2020/12/14 15:19:57,8940,하락,(-2.83%),200
2020/12/14 15:34:51,8940,하락,(-2.83%),200
2020/12/14 16:10:29,8940,하락,(-2.83%),200
2020/12/14 16:25:37,8940,하락,(-2.83%),200
2020/12/14 16:58:32,8940,하락,(-2.83%),200
2020/12/22 00:01:40,5670,하락,(-13.44%),401
2021/01/04 14:31:22,6620,상승,(14.93%),18
2021/01/04 14:44:17,6620,상승,(14.93%),18
