2020/12/07 18:54:40,16000,하강,-1.2345679012345734,230598
2020/12/07 19:19:44,16000,하락,(-1.23%),230598
2020/12/09 14:51:37,16050,보합,(0.63%),181780
2020/12/09 14:59:29,16000,보합,(0.31%),190554
2020/12/09 15:14:42,15950,하락,(0.0%),196268
2020/12/09 15:30:48,16000,보합,(0.31%),211440
2020/12/09 16:50:43,16000,보합,(0.31%),214139
2020/12/09 16:53:31,16000,보합,(0.31%),214139
2020/12/11 16:27:49,16600,상승,(3.75%),380096
2020/12/11 16:44:41,16600,상승,(3.75%),380096
2020/12/12 05:34:13,16600,상승,(3.75%),380096
2020/12/12 05:36:06,16600,상승,(3.75%),380096
2020/12/14 14:38:09,16700,보합,(0.6%),386751
2020/12/14 14:50:48,16650,보합,(0.3%),395214
2020/12/14 15:04:39,16700,보합,(0.6%),404304
2020/12/14 15:19:14,16750,보합,(0.9%),427387
2020/12/14 15:34:08,16750,보합,(0.9%),435949
2020/12/14 16:09:58,16750,보합,(0.9%),437093
2020/12/14 16:24:36,16750,보합,(0.9%),437093
2020/12/14 16:57:41,16750,보합,(0.9%),437093
2020/12/22 00:00:57,19300,상승,(3.76%),710801
2021/01/04 14:30:35,22800,하락,(0.0%),290203
2021/01/04 14:43:42,22850,보합,(0.22%),293573
