2020/12/07 18:53:47,6940,하강,-0.8571428571428563,6
2020/12/07 19:18:42,6940,하락,(-0.86%),6
2020/12/09 14:50:44,6350,하락,(-0.63%),526
2020/12/09 14:58:36,6380,하락,(-0.16%),527
2020/12/09 15:14:04,6380,하락,(-0.16%),527
2020/12/09 15:29:53,6380,하락,(-0.16%),527
2020/12/09 16:49:56,6380,하락,(-0.16%),527
2020/12/09 16:52:56,6380,하락,(-0.16%),527
2020/12/11 16:26:42,7200,상승,(6.82%),746
2020/12/11 16:43:37,7200,상승,(6.82%),746
2020/12/11 17:02:55,7200,상승,(6.82%),746
2020/12/12 05:33:27,7200,상승,(6.82%),746
2020/12/12 05:35:27,7200,상승,(6.82%),746
2020/12/14 14:37:26,7480,상승,(3.89%),409
2020/12/14 14:50:03,7480,상승,(3.89%),409
2020/12/14 15:03:30,7120,하락,(-1.11%),410
2020/12/14 15:18:19,7100,하락,(-1.39%),413
2020/12/14 15:33:15,7160,하락,(-0.56%),587
2020/12/14 16:09:11,7160,하락,(-0.56%),587
2020/12/14 16:23:24,7160,하락,(-0.56%),587
2020/12/14 16:56:36,7160,하락,(-0.56%),587
2020/12/22 00:00:07,7820,상승,(13.99%),230
2021/01/04 14:29:42,7530,하락,(-3.34%),692
2021/01/04 14:42:54,7220,하락,(-7.32%),802
