2020/12/07 18:56:54,5080,하강,-4.511278195488721,6766044
2020/12/07 19:21:54,5080,하락,(-4.51%),6766044
2020/12/09 14:53:49,5070,하락,(-1.17%),4798941
2020/12/09 15:01:42,5090,하락,(-0.78%),4888472
2020/12/09 15:16:13,5090,하락,(-0.78%),5116022
2020/12/09 15:33:04,5090,하락,(-0.78%),5275036
2020/12/09 16:52:27,5090,하락,(-0.78%),5279305
2020/12/09 16:54:59,5090,하락,(-0.78%),5279305
2020/12/11 16:30:24,5020,하락,(-0.2%),4770053
2020/12/11 16:47:25,5020,하락,(-0.2%),4770053
2020/12/12 05:35:54,5020,하락,(-0.2%),4770053
2020/12/12 05:37:30,5020,하락,(-0.2%),4770053
2020/12/14 14:39:54,4485,하락,(-10.66%),23503711
2020/12/14 14:52:36,4470,하락,(-10.96%),23895568
2020/12/14 15:06:33,4480,하락,(-10.76%),24331792
2020/12/14 15:21:21,4475,하락,(-10.86%),24877122
2020/12/14 15:36:13,4470,하락,(-10.96%),25200095
2020/12/14 16:11:30,4470,하락,(-10.96%),25230920
2020/12/14 16:27:29,4470,하락,(-10.96%),25230920
2020/12/22 00:02:57,4390,하락,(-1.13%),4351345
2021/01/04 14:32:41,4210,하락,(0.0%),0
2021/01/04 14:45:17,4210,하락,(0.0%),0
