2020/12/07 18:54:23,1400,하강,-3.114186851211076,1497636
2020/12/07 19:19:26,1400,하락,(-3.11%),1497636
2020/12/09 14:51:21,1415,상승,(2.91%),1344882
2020/12/09 14:59:12,1415,상승,(2.91%),1347923
2020/12/09 15:14:31,1410,상승,(2.55%),1383950
2020/12/09 15:30:32,1410,상승,(2.55%),1416189
2020/12/09 16:50:28,1400,상승,(1.82%),1431547
2020/12/09 16:53:21,1400,상승,(1.82%),1431547
2020/12/11 16:27:25,1380,하락,(-1.43%),1080997
2020/12/11 16:44:20,1380,하락,(-1.43%),1080997
2020/12/12 05:33:59,1380,하락,(-1.43%),1080997
2020/12/12 05:35:54,1380,하락,(-1.43%),1080997
2020/12/14 14:37:54,1360,하락,(-1.45%),718913
2020/12/14 14:50:34,1355,하락,(-1.81%),771577
2020/12/14 15:04:18,1350,하락,(-2.17%),792933
2020/12/14 15:18:59,1350,하락,(-2.17%),812814
2020/12/14 15:33:51,1350,하락,(-2.17%),821537
2020/12/14 16:09:44,1350,하락,(-2.17%),821537
2020/12/14 16:24:12,1350,하락,(-2.17%),821537
2020/12/14 16:57:21,1350,하락,(-2.17%),821537
2020/12/22 00:00:42,1340,하락,(-4.29%),1159034
2021/01/04 14:30:19,1325,보합,(0.38%),476155
2021/01/04 14:43:28,1330,보합,(0.76%),481105
