2020/12/07 18:55:17,10450,하강,-5.855855855855852,449564
2020/12/07 19:20:24,10450,하락,(-5.86%),449564
2020/12/09 14:52:12,10200,하락,(-1.92%),141378
2020/12/09 15:00:05,10200,하락,(-1.92%),148833
2020/12/09 15:15:06,10200,하락,(-1.92%),160800
2020/12/09 15:31:19,10250,하락,(-1.44%),165687
2020/12/09 16:51:13,10200,하락,(-1.92%),171221
2020/12/09 16:53:55,10200,하락,(-1.92%),171221
2020/12/11 16:28:30,10450,하락,(-3.69%),279906
2020/12/11 16:45:27,10450,하락,(-3.69%),279906
2020/12/12 05:34:40,10450,하락,(-3.69%),279906
2020/12/12 05:36:30,10450,하락,(-3.69%),279906
2020/12/14 14:38:38,10100,하락,(-3.35%),308476
2020/12/14 14:51:17,10150,하락,(-2.87%),315522
2020/12/14 15:05:12,10200,하락,(-2.39%),330547
2020/12/14 15:19:47,10200,하락,(-2.39%),344361
2020/12/14 15:34:42,10150,하락,(-2.87%),353104
2020/12/14 16:10:23,10150,하락,(-2.87%),353377
2020/12/14 16:25:25,10150,하락,(-2.87%),353377
2020/12/14 16:58:22,10150,하락,(-2.87%),353377
2020/12/22 00:01:31,9820,하락,(-3.73%),272169
2021/01/04 14:31:13,10350,상승,(1.97%),213255
2021/01/04 14:44:11,10400,상승,(2.46%),216671
