2020/12/07 18:55:00,2585,하강,-3.364485981308407,1546664
2020/12/07 19:20:07,2585,하락,(-3.36%),1546664
2020/12/09 14:51:57,2570,보합,(0.39%),847240
2020/12/09 14:59:49,2565,보합,(0.2%),862824
2020/12/09 15:14:56,2575,보합,(0.59%),882779
2020/12/09 15:31:06,2570,보합,(0.39%),897056
2020/12/09 16:51:00,2565,보합,(0.2%),907209
2020/12/09 16:53:45,2565,보합,(0.2%),907209
2020/12/11 16:28:12,2530,보합,(0.4%),771544
2020/12/11 16:45:08,2530,보합,(0.4%),771544
2020/12/12 05:34:28,2530,보합,(0.4%),771544
2020/12/12 05:36:19,2530,보합,(0.4%),771544
2020/12/14 14:38:26,2490,하락,(-1.58%),652008
2020/12/14 14:51:04,2490,하락,(-1.58%),661303
2020/12/14 15:04:57,2485,하락,(-1.78%),690168
2020/12/14 15:19:32,2485,하락,(-1.78%),736821
2020/12/14 15:34:26,2485,하락,(-1.78%),763972
2020/12/14 16:10:11,2485,하락,(-1.78%),767874
2020/12/14 16:25:03,2485,하락,(-1.78%),767874
2020/12/14 16:58:05,2485,하락,(-1.78%),767874
2020/12/22 00:01:17,2515,하락,(-2.14%),786576
2021/01/04 14:30:57,2405,보합,(0.21%),444333
2021/01/04 14:43:58,2410,보합,(0.42%),470372
