2020/12/07 18:53:45,4880,하강,-0.2044989775051076,7348
2020/12/07 19:18:39,4880,하락,(-0.2%),7348
2020/12/09 14:50:42,4600,하락,(0.0%),20478
2020/12/09 14:58:34,4600,하락,(0.0%),20578
2020/12/09 15:14:03,4630,보합,(0.65%),22725
2020/12/09 15:29:50,4630,보합,(0.65%),22886
2020/12/09 16:49:54,4670,상승,(1.52%),23578
2020/12/09 16:52:55,4670,상승,(1.52%),23578
2020/12/11 16:26:39,4530,하락,(-1.95%),13288
2020/12/11 16:43:34,4530,하락,(-1.95%),13288
2020/12/11 17:02:52,4530,하락,(-1.95%),13288
2020/12/12 05:33:25,4530,하락,(-1.95%),13288
2020/12/12 05:35:26,4530,하락,(-1.95%),13288
2020/12/14 14:37:24,4575,보합,(0.99%),10819
2020/12/14 14:50:01,4540,보합,(0.22%),12524
2020/12/14 15:03:27,4575,보합,(0.99%),12646
2020/12/14 15:18:17,4570,보합,(0.88%),12647
2020/12/14 15:33:13,4575,보합,(0.99%),12720
2020/12/14 16:09:08,4575,보합,(0.99%),12720
2020/12/14 16:23:21,4575,보합,(0.99%),12720
2020/12/14 16:56:33,4575,보합,(0.99%),12720
2020/12/22 00:00:04,4655,하락,(-0.32%),23105
2021/01/04 14:29:40,4595,하락,(-3.16%),17602
2021/01/04 14:42:51,4625,하락,(-2.53%),17603
