2020/12/07 18:55:30,2445,하강,-1.0121457489878583,77103
2020/12/07 19:20:39,2445,하락,(-1.01%),77103
2020/12/09 14:52:25,2390,하락,(-1.04%),122793
2020/12/09 15:00:19,2415,하락,(0.0%),126951
2020/12/09 15:15:15,2415,하락,(0.0%),128990
2020/12/09 15:31:38,2400,하락,(-0.62%),130368
2020/12/09 16:51:23,2400,하락,(-0.62%),131680
2020/12/09 16:54:04,2400,하락,(-0.62%),131680
2020/12/11 16:28:44,2430,상승,(2.1%),130016
2020/12/11 16:45:44,2430,상승,(2.1%),130016
2020/12/12 05:34:51,2430,상승,(2.1%),130016
2020/12/12 05:36:38,2430,상승,(2.1%),130016
2020/12/14 14:38:48,2420,하락,(-0.41%),27267
2020/12/14 14:51:27,2420,하락,(-0.41%),27351
2020/12/14 15:05:23,2400,하락,(-1.23%),27375
2020/12/14 15:20:00,2420,하락,(-0.41%),27423
2020/12/14 15:34:54,2420,하락,(-0.41%),28649
2020/12/14 16:10:32,2420,하락,(-0.41%),28654
2020/12/14 16:25:42,2420,하락,(-0.41%),28654
2020/12/14 16:58:36,2420,하락,(-0.41%),28654
2020/12/22 00:01:43,2600,상승,(1.36%),180193
2021/01/04 14:31:26,2450,하락,(-1.21%),74148
2021/01/04 14:44:20,2455,하락,(-1.01%),76655
