2020/12/07 18:56:58,10200,하강,-0.9708737864077666,104351
2020/12/07 19:21:57,10200,하락,(-0.97%),104351
2020/12/09 14:53:52,10200,보합,(0.49%),126034
2020/12/09 15:01:45,10200,보합,(0.49%),135317
2020/12/09 15:16:16,10200,보합,(0.49%),140341
2020/12/09 15:33:07,10200,보합,(0.49%),146863
2020/12/09 16:52:30,10200,보합,(0.49%),146964
2020/12/09 16:55:02,10200,보합,(0.49%),146964
2020/12/11 16:30:28,10350,하락,(0.0%),180709
2020/12/11 16:47:29,10350,하락,(0.0%),180709
2020/12/12 05:35:56,10350,하락,(0.0%),180709
2020/12/12 05:37:32,10350,하락,(0.0%),180709
2020/12/14 14:39:56,10400,보합,(0.48%),151329
2020/12/14 14:52:38,10450,보합,(0.97%),158237
2020/12/14 15:06:36,10450,보합,(0.97%),161216
2020/12/14 15:21:23,10450,보합,(0.97%),167908
2020/12/14 15:36:16,10400,보합,(0.48%),170160
2020/12/14 16:11:32,10400,보합,(0.48%),170431
2020/12/14 16:27:33,10400,보합,(0.48%),170431
2020/12/22 00:03:00,10550,하락,(-0.47%),114026
2021/01/04 14:32:45,10400,보합,(0.48%),94046
2021/01/04 14:45:20,10350,하락,(0.0%),95662
