2020/12/07 18:55:02,26050,하강,-2.251407129455907,384485
2020/12/07 19:20:09,26050,하락,(-2.25%),384485
2020/12/09 14:51:59,26900,상승,(2.48%),208488
2020/12/09 14:59:51,26900,상승,(2.48%),215999
2020/12/09 15:14:57,26800,상승,(2.1%),230788
2020/12/09 15:31:07,26850,상승,(2.29%),240617
2020/12/09 16:51:01,26850,상승,(2.29%),241170
2020/12/09 16:53:46,26850,상승,(2.29%),241170
2020/12/11 16:28:15,26500,하락,(-2.03%),165203
2020/12/11 16:45:11,26500,하락,(-2.03%),165203
2020/12/12 05:34:30,26500,하락,(-2.03%),165203
2020/12/12 05:36:20,26500,하락,(-2.03%),165203
2020/12/14 14:38:27,26150,하락,(-1.32%),101334
2020/12/14 14:51:06,26100,하락,(-1.51%),109918
2020/12/14 15:04:58,26150,하락,(-1.32%),118503
2020/12/14 15:19:34,26200,하락,(-1.13%),123333
2020/12/14 15:34:28,26200,하락,(-1.13%),125680
2020/12/14 16:10:13,26200,하락,(-1.13%),126037
2020/12/14 16:25:06,26200,하락,(-1.13%),126037
2020/12/14 16:58:07,26200,하락,(-1.13%),126037
2020/12/22 00:01:19,28150,하락,(-1.05%),215876
2021/01/04 14:30:59,30900,보합,(0.49%),170215
2021/01/04 14:44:00,30800,보합,(0.16%),172879
