2020/12/07 18:53:57,2140,하강,-2.947845804988658,422281
2020/12/07 19:18:55,2140,하락,(-2.95%),422281
2020/12/09 14:50:54,2075,하락,(-0.72%),242589
2020/12/09 14:58:46,2075,하락,(-0.72%),243614
2020/12/09 15:14:12,2065,하락,(-1.2%),248485
2020/12/09 15:30:02,2070,하락,(-0.96%),250918
2020/12/09 16:50:05,2060,하락,(-1.44%),260717
2020/12/09 16:53:03,2060,하락,(-1.44%),260717
2020/12/11 16:26:55,2095,하락,(-0.95%),182627
2020/12/11 16:43:48,2095,하락,(-0.95%),182627
2020/12/11 17:03:06,2095,하락,(-0.95%),182627
2020/12/12 05:33:35,2095,하락,(-0.95%),182627
2020/12/12 05:35:34,2095,하락,(-0.95%),182627
2020/12/14 14:37:32,2025,하락,(-3.34%),262851
2020/12/14 14:50:12,2020,하락,(-3.58%),276809
2020/12/14 15:03:41,2030,하락,(-3.1%),286951
2020/12/14 15:18:28,2030,하락,(-3.1%),296049
2020/12/14 15:33:25,2005,하락,(-4.3%),309123
2020/12/14 16:09:21,2005,하락,(-4.3%),309623
2020/12/14 16:23:35,2005,하락,(-4.3%),309623
2020/12/14 16:56:47,2005,하락,(-4.3%),309623
2020/12/22 00:00:17,2095,상승,(1.95%),337867
2021/01/04 14:29:52,2055,하락,(-1.2%),129293
2021/01/04 14:43:04,2065,하락,(-0.72%),134488
