2020/12/07 18:54:29,735,하강,-0.5412719891745632,145743
2020/12/07 19:19:32,735,하락,(-0.54%),145743
2020/12/09 14:51:26,730,하락,(-0.27%),306728
2020/12/09 14:59:18,730,하락,(-0.27%),307499
2020/12/09 15:14:34,728,하락,(-0.55%),319792
2020/12/09 15:30:38,730,하락,(-0.27%),321793
2020/12/09 16:50:33,736,보합,(0.55%),329594
2020/12/09 16:53:24,736,보합,(0.55%),329594
2020/12/11 16:27:32,746,상승,(1.77%),334162
2020/12/11 16:44:27,746,상승,(1.77%),334162
2020/12/12 05:34:03,746,상승,(1.77%),334162
2020/12/12 05:35:58,746,상승,(1.77%),334162
2020/12/14 14:37:59,740,하락,(-0.8%),175820
2020/12/14 14:50:39,741,하락,(-0.67%),176459
2020/12/14 15:04:26,736,하락,(-1.34%),230699
2020/12/14 15:19:04,736,하락,(-1.34%),231297
2020/12/14 15:33:57,736,하락,(-1.34%),235486
2020/12/14 16:09:49,736,하락,(-1.34%),235583
2020/12/14 16:24:22,736,하락,(-1.34%),235583
2020/12/14 16:57:28,736,하락,(-1.34%),235583
2020/12/22 00:00:47,861,하락,(-3.8%),2367263
2021/01/04 14:30:24,823,보합,(0.98%),501218
2021/01/04 14:43:33,820,보합,(0.61%),504349
