2020/12/07 18:53:43,385000,하강,-1.1553273427471145,891631
2020/12/07 19:18:36,385000,하락,(-1.16%),891631
2020/12/09 14:50:39,374000,하락,(-0.13%),490521
2020/12/09 14:58:31,374500,하락,(0.0%),505159
2020/12/09 15:14:00,375000,보합,(0.13%),531946
2020/12/09 15:29:48,375000,보합,(0.13%),548630
2020/12/09 16:49:51,375000,보합,(0.13%),576663
2020/12/09 16:52:53,375000,보합,(0.13%),576663
2020/12/11 16:26:36,374500,상승,(1.08%),435671
2020/12/11 16:43:31,374500,상승,(1.08%),435671
2020/12/11 17:02:49,374500,상승,(1.08%),435671
2020/12/12 05:33:23,374500,상승,(1.08%),435671
2020/12/12 05:35:24,374500,상승,(1.08%),435671
2020/12/14 14:37:22,373500,하락,(-0.27%),418738
2020/12/14 14:49:58,373500,하락,(-0.27%),429601
2020/12/14 15:03:24,373000,하락,(-0.4%),436467
2020/12/14 15:18:14,373000,하락,(-0.4%),454992
2020/12/14 15:33:10,373500,하락,(-0.27%),471602
2020/12/14 16:09:06,373500,하락,(-0.27%),472655
2020/12/14 16:23:18,373500,하락,(-0.27%),472655
2020/12/14 16:56:30,373500,하락,(-0.27%),472655
2020/12/22 00:00:01,379500,상승,(3.41%),815584
2021/01/04 14:29:37,395500,상승,(1.54%),739608
2021/01/04 14:42:49,394500,상승,(1.28%),759101
