2020/12/07 18:54:59,2425,하강,-3.0000000000000027,418692
2020/12/07 19:20:07,2425,하락,(-3.0%),418692
2020/12/09 14:51:56,2455,상승,(1.03%),225237
2020/12/09 14:59:49,2460,상승,(1.23%),225360
2020/12/09 15:14:56,2450,보합,(0.82%),232206
2020/12/09 15:31:05,2460,상승,(1.23%),236249
2020/12/09 16:50:59,2460,상승,(1.23%),237227
2020/12/09 16:53:44,2460,상승,(1.23%),237227
2020/12/11 16:28:12,2500,하락,(-0.2%),159383
2020/12/11 16:45:08,2500,하락,(-0.2%),159383
2020/12/12 05:34:28,2500,하락,(-0.2%),159383
2020/12/12 05:36:19,2500,하락,(-0.2%),159383
2020/12/14 14:38:25,2435,하락,(-2.6%),318119
2020/12/14 14:51:04,2430,하락,(-2.8%),322170
2020/12/14 15:04:56,2440,하락,(-2.4%),328669
2020/12/14 15:19:31,2435,하락,(-2.6%),335492
2020/12/14 15:34:26,2430,하락,(-2.8%),342000
2020/12/14 16:10:11,2430,하락,(-2.8%),342001
2020/12/14 16:25:03,2430,하락,(-2.8%),342001
2020/12/14 16:58:04,2430,하락,(-2.8%),342001
2020/12/22 00:01:16,2545,상승,(1.19%),554955
2021/01/04 14:30:56,2600,상승,(1.96%),594709
2021/01/04 14:43:58,2605,상승,(2.16%),611385
