2020/12/07 18:54:17,12450,하강,-1.1904761904761862,30889
2020/12/07 19:19:19,12450,하락,(-1.19%),30889
2020/12/09 14:51:15,12350,하락,(-0.8%),11164
2020/12/09 14:59:07,12300,하락,(-1.2%),14156
2020/12/09 15:14:26,12300,하락,(-1.2%),16713
2020/12/09 15:30:26,12300,하락,(-1.2%),18067
2020/12/09 16:50:23,12250,하락,(-1.61%),19867
2020/12/09 16:53:17,12250,하락,(-1.61%),19867
2020/12/11 16:27:18,12650,상승,(3.27%),32648
2020/12/11 16:44:14,12650,상승,(3.27%),32648
2020/12/12 05:33:54,12650,상승,(3.27%),32648
2020/12/12 05:35:50,12650,상승,(3.27%),32648
2020/12/14 14:37:49,12450,하락,(-1.58%),25426
2020/12/14 14:50:30,12500,하락,(-1.19%),29128
2020/12/14 15:04:09,12500,하락,(-1.19%),29344
2020/12/14 15:18:53,12500,하락,(-1.19%),30851
2020/12/14 15:33:45,12450,하락,(-1.58%),31894
2020/12/14 16:09:39,12450,하락,(-1.58%),31894
2020/12/14 16:24:04,12450,하락,(-1.58%),31894
2020/12/14 16:57:14,12450,하락,(-1.58%),31894
2020/12/22 00:00:37,12550,하락,(-1.57%),16306
2021/01/04 14:30:13,12150,하락,(-1.62%),13497
2021/01/04 14:43:23,12150,하락,(-1.62%),13543
