2020/12/07 18:55:51,117,하강,-65.68914956011731,2716140
2020/12/07 19:20:59,117,하락,(-65.69%),2716140
2020/12/09 14:52:45,117,하락,(-65.69%),2716140
2020/12/09 15:00:39,117,하락,(-65.69%),2716140
2020/12/09 15:15:29,117,하락,(-65.69%),2716140
2020/12/09 15:31:58,117,하락,(-65.69%),2716140
2020/12/09 16:51:39,117,하락,(-65.69%),2716140
2020/12/09 16:54:18,117,하락,(-65.69%),2716140
2020/12/11 16:29:12,117,하락,(-65.69%),2716140
2020/12/11 16:46:11,117,하락,(-65.69%),2716140
2020/12/12 05:35:07,117,하락,(-65.69%),2716140
2020/12/12 05:36:52,117,하락,(-65.69%),2716140
2020/12/14 14:39:03,117,하락,(-65.69%),2716140
2020/12/14 14:51:43,117,하락,(-65.69%),2716140
2020/12/14 15:05:43,117,하락,(-65.69%),2716140
2020/12/14 15:20:23,117,하락,(-65.69%),2716140
2020/12/14 15:35:14,117,하락,(-65.69%),2716140
2020/12/14 16:10:47,117,하락,(-65.69%),2716140
2020/12/14 16:26:09,117,하락,(-65.69%),2716140
2020/12/14 16:59:01,117,하락,(-65.69%),2716140
2020/12/22 00:02:04,117,하락,(-65.69%),2716140
2021/01/04 14:31:44,117,하락,(-65.69%),2716140
2021/01/04 14:44:36,117,하락,(-65.69%),2716140
