2020/12/07 18:54:23,57400,하강,-0.17391304347825765,111918
2020/12/07 19:19:25,57400,하락,(-0.17%),111918
2020/12/09 14:51:20,57400,보합,(0.53%),90522
2020/12/09 14:59:12,57300,보합,(0.35%),94167
2020/12/09 15:14:30,57500,보합,(0.7%),97790
2020/12/09 15:30:32,57500,보합,(0.7%),101248
2020/12/09 16:50:28,57400,보합,(0.53%),103492
2020/12/09 16:53:21,57400,보합,(0.53%),103492
2020/12/11 16:27:25,57100,하락,(-1.21%),150342
2020/12/11 16:44:20,57100,하락,(-1.21%),150342
2020/12/12 05:33:58,57100,하락,(-1.21%),150342
2020/12/12 05:35:54,57100,하락,(-1.21%),150342
2020/12/14 14:37:54,56800,하락,(-0.53%),82530
2020/12/14 14:50:34,56600,하락,(-0.88%),86990
2020/12/14 15:04:18,56700,하락,(-0.7%),89085
2020/12/14 15:18:59,56700,하락,(-0.7%),91500
2020/12/14 15:33:51,56700,하락,(-0.7%),93968
2020/12/14 16:09:44,56700,하락,(-0.7%),94170
2020/12/14 16:24:12,56700,하락,(-0.7%),94170
2020/12/14 16:57:21,56700,하락,(-0.7%),94170
2020/12/22 00:00:42,58500,하락,(-0.68%),105394
2021/01/04 14:30:18,68800,상승,(4.4%),538835
2021/01/04 14:43:28,68500,상승,(3.95%),548219
